n,s1,s2,t,x,y,frame,particle
2,"(4,)","(1,)",550.634,141.7069707548647,59.124961584520314,78662,12
2,"(1, 4)","(0, 1)",550.641,188.2491500798941,100.40675322906719,78663,13
2,"(4,)","(1,)",550.641,141.7068881855757,59.12494086864335,78663,12
2,"(1, 4)","(0, 1)",550.648,188.24922195108533,100.40691383171357,78664,13
2,"(4,)","(1,)",550.648,141.70681108018996,59.12492152360959,78664,12
2,"(4,)","(1,)",550.6619999999999,141.70667324532562,59.12488694210688,78665,14
2,"(1, 4)","(0, 1)",550.6619999999999,188.24936077442447,100.40722404496118,78665,15
2,"(1, 4)","(0, 1)",550.655,188.24929218261508,100.40707077038874,78665,13
2,"(4,)","(1,)",550.655,141.70673943475757,59.12490354842801,78665,12
2,"(1, 4)","(0, 1)",550.669,188.2494277264597,100.40737365531064,78667,15
2,"(4,)","(1,)",550.669,141.70661250793742,59.124871703653504,78667,12
2,"(1, 4)","(0, 1)",550.6759999999999,188.2505368158939,100.40512814959665,78667,13
2,"(4,)","(1,)",550.6759999999999,141.70655721863363,59.12485783207451,78667,14
2,"(1, 4)","(0, 1)",550.683,188.2506007664409,100.40527216653405,78669,13
2,"(4,)","(1,)",550.683,141.7065073734513,59.124845326375635,78669,14
2,"(1, 4)","(0, 1)",550.69,188.2506630830315,100.40541250379354,78670,13
2,"(4,)","(1,)",550.69,142.23213612437726,59.01609258173696,78670,12
2,"(4,)","(1,)",550.697,142.23194123273862,59.016036455000325,78671,12
2,"(1, 4)","(0, 1)",550.697,188.2507237656424,100.40554916132307,78671,13
2,"(1, 4)","(0, 1)",550.7040000000001,188.25078281425567,100.4056821390823,78672,13
2,"(4,)","(1,)",550.7040000000001,142.23175169770926,59.01598187091064,78672,12
2,"(1, 4)","(0, 1)",550.711,188.25084022885892,100.40581143704293,78673,13
2,"(4,)","(1,)",550.711,142.23156751538397,59.0159288283433,78673,12
2,"(1, 4)","(0, 1)",550.7180000000001,188.2508960094447,100.4059370551886,78674,13
2,"(4,)","(1,)",550.7180000000001,142.23138868185396,59.0158773261726,78674,12
2,"(4,)","(1,)",550.725,142.2312151932061,59.01582736327158,78675,12
2,"(1, 4)","(0, 1)",550.725,188.25095015601124,100.40605899351505,78675,13
2,"(4,)","(1,)",550.732,142.2310470455237,59.0157789385123,78676,12
2,"(1, 4)","(0, 1)",550.732,188.25100266856197,100.40617725203005,78676,13
2,"(1, 4)","(0, 1)",550.739,188.25105354710576,100.40629183075369,78677,13
2,"(4,)","(1,)",550.739,142.2308842348861,59.015732050765635,78677,12
2,"(1, 4)","(0, 1)",550.746,188.251102791657,100.40640272971822,78678,13
2,"(4,)","(1,)",550.746,142.23072675736896,59.015686698901426,78678,12
2,"(4,)","(1,)",550.753,142.23057460904414,59.015642881788395,78679,12
2,"(1, 4)","(0, 1)",550.753,188.25115040223542,100.40650994896826,78679,13
2,"(1, 4)","(0, 1)",550.7669999999999,188.25124072158053,100.4067133485649,78680,17
2,"(4,)","(1,)",550.7669999999999,142.23028628423995,59.015559847285395,78680,16
2,"(1, 4)","(0, 1)",550.76,188.25119637886638,100.4066134885607,78680,13
2,"(4,)","(1,)",550.76,142.23042778597969,59.015600598294185,78680,12
2,"(4,)","(1,)",550.781,142.25274706649645,59.011001029027106,78682,12
2,"(1, 4)","(0, 1)",550.781,188.46741193854797,99.9027080598933,78682,13
2,"(4,)","(1,)",550.774,142.2301500998857,59.015520627627524,78682,16
2,"(1, 4)","(0, 1)",550.774,188.2512834304144,100.40680952906277,78682,17
2,"(1, 4)","(0, 1)",550.788,188.4675736214901,99.90307257209308,78684,13
2,"(4,)","(1,)",550.788,142.25260374153137,59.0109650701085,78684,12
2,"(1, 4)","(0, 1)",550.795,188.46773350203418,99.90343302080869,78684,17
2,"(4,)","(1,)",550.795,142.25246617221924,59.010930555230416,78684,16
2,"(1, 4)","(0, 1)",550.802,188.4678915802528,99.9037894062036,78686,17
2,"(4,)","(1,)",550.802,142.25233435383709,59.01089748320789,78686,16
2,"(1, 4)","(0, 1)",550.809,188.4680478562255,99.90414172845743,78687,17
2,"(4,)","(1,)",550.809,142.25220828165934,59.01086585285532,78687,16
2,"(4,)","(1,)",550.816,142.25208795095767,59.01083566298642,78688,16
2,"(1, 4)","(0, 1)",550.816,188.46820233003913,99.90448998776584,78688,17
2,"(1, 4)","(0, 1)",550.823,188.46835500178756,99.90483418434044,78689,17
2,"(4,)","(1,)",550.823,142.25197335700125,59.010806912414246,78689,16
2,"(1, 4)","(0, 1)",550.83,188.46850587157172,99.90517431840895,78690,17
2,"(4,)","(1,)",550.83,142.25186449505625,59.01077959995117,78690,16
2,"(1, 4)","(0, 1)",550.837,188.46865493949988,99.90551039021513,78691,17
2,"(4,)","(1,)",550.837,142.25176136038655,59.01075372440889,78691,16
2,"(1, 4)","(0, 1)",550.844,188.46880220568718,99.90584240001893,78692,17
2,"(4,)","(1,)",550.844,142.2516639482534,59.01072928459853,78692,16
2,"(4,)","(2,)",550.851,142.2515722539154,59.0107062793305,78693,16
2,"(1, 4)","(0, 2)",550.851,188.46894767025617,99.90617034809635,78693,17
2,"(1, 4)","(0, 2)",550.8580000000001,188.46909133333642,99.90649423473947,78694,17
2,"(4,)","(2,)",550.8580000000001,142.25148627262902,59.01068470741471,78694,16
2,"(1, 4)","(0, 2)",550.865,188.46923319506453,99.90681406025665,78695,17
2,"(4,)","(2,)",550.865,142.25140599964803,59.01066456766036,78695,16
2,"(1, 4)","(0, 2)",550.872,188.46937325558451,99.9071298249723,78695,19
2,"(4,)","(2,)",550.872,142.25133143022381,59.01064585887607,78695,18
2,"(1, 4)","(0, 2)",550.879,188.4695115150475,99.90744152922701,78697,19
2,"(4,)","(2,)",550.879,142.25126255960555,59.01062857986989,78697,18
2,"(4,)","(2,)",550.886,142.25119938304027,59.010612729449356,78698,18
2,"(1, 4)","(0, 2)",550.886,188.46964797361161,99.9077491733774,78698,19
2,"(1, 4)","(0, 2)",550.893,188.47147048864602,99.9035481946863,78699,17
2,"(4,)","(2,)",550.893,142.25114189577258,59.01059830642139,78699,18
2,"(1, 4)","(0, 2)",550.9,188.4716048764611,99.90384849635612,78700,17
2,"(4,)","(2,)",550.9,142.25109009304506,59.0105853095924,78700,18
2,"(1, 4)","(0, 2)",550.9069999999999,188.47173745713692,99.90414475981078,78700,19
2,"(4,)","(2,)",550.9069999999999,142.2511822668053,59.010546103716194,78700,20
2,"(1, 4)","(0, 2)",550.9209999999999,188.47199719777873,99.90472517365542,78702,19
2,"(1, 4)","(0, 2)",550.914,188.4718682308488,99.9044369854414,78702,17
2,"(4,)","(2,)",550.914,142.9029141144249,58.88992963598379,78702,20
2,"(4,)","(2,)",550.9209999999999,142.90274801793248,58.88985596226424,78702,18
2,"(4,)","(2,)",550.935,142.90242713081287,58.889713629651965,78704,18
2,"(1, 4)","(0, 2)",550.935,188.472249712058,99.9052894395427,78704,19
2,"(4,)","(2,)",550.928,142.90258569067012,58.88978396042346,78704,20
2,"(1, 4)","(0, 2)",550.928,188.47212435811628,99.90500932487608,78704,17
2,"(1, 4)","(0, 2)",550.942,188.47237325980763,99.90556551811045,78706,19
2,"(4,)","(2,)",550.942,142.90227233653513,58.88964496914001,78706,18
2,"(1, 4)","(0, 2)",550.9490000000001,188.47249500157605,99.90583756105056,78707,19
2,"(4,)","(2,)",550.9490000000001,142.9021213060111,58.889577978077746,78707,18
2,"(1, 4)","(0, 2)",550.956,188.47261493758114,99.90610556885001,78708,19
2,"(4,)","(2,)",550.956,142.90197403741473,58.889512655655146,78708,18
2,"(1, 4)","(0, 2)",550.9630000000001,188.47273306804797,99.90636954201165,78709,19
2,"(4,)","(2,)",550.9630000000001,142.90183052891942,58.889449001062076,78709,18
2,"(4,)","(2,)",550.97,142.90169077869845,58.88938701348825,78710,18
2,"(1, 4)","(0, 2)",550.97,188.47284939320846,99.906629481054,78710,19
2,"(1, 4)","(0, 2)",550.977,188.47296391330195,99.90688538651138,78711,19
2,"(4,)","(2,)",550.977,142.901554784925,58.88932669212338,78711,18
2,"(1, 4)","(0, 2)",550.984,188.47307662857438,99.9071372589336,78712,19
2,"(4,)","(2,)",550.984,142.9014225457719,58.88926803615699,78712,18
2,"(1, 4)","(0, 2)",550.991,188.47318753927865,99.90738509888612,78713,19
2,"(4,)","(2,)",550.991,142.901294059412,58.88921104477864,78713,18
2,"(1, 4)","(0, 2)",550.998,188.47329664567485,99.90762890694971,78714,19
2,"(4,)","(2,)",550.998,142.90116932401796,58.88915571717775,78714,18
2,"(4,)","(2,)",551.012,142.90093109881798,58.88905005006633,78715,21
2,"(1, 4)","(0, 2)",551.012,188.473509446617,99.90810442981018,78715,22
2,"(4,)","(2,)",551.005,142.9010483377624,58.88910205254385,78715,18
2,"(1, 4)","(0, 2)",551.005,188.47340394802976,99.90786868372057,78715,19
2,"(1, 4)","(0, 2)",551.019,188.47361314171684,99.908336145845,78717,19
2,"(4,)","(2,)",551.019,142.9008176053573,58.888999708934705,78717,18
2,"(1, 4)","(0, 2)",551.026,188.4737150336165,99.90856383246668,78717,22
2,"(4,)","(2,)",551.026,142.90070785555324,58.88895102833847,78717,21
2,"(1, 4)","(0, 2)",551.033,188.47381512260975,99.90878749033159,78719,22
2,"(4,)","(2,)",551.033,142.9006018475786,58.888904007467154,78719,21
2,"(1, 4)","(0, 2)",551.04,188.47391340899688,99.90900712011104,78720,22
2,"(4,)","(2,)",551.04,142.9004995796064,58.888858645510425,78720,21
2,"(4,)","(2,)",551.047,142.9054634288751,58.887871512693,78721,18
2,"(1, 4)","(0, 2)",551.047,188.4740098930849,99.90922272249077,78721,22
2,"(1, 4)","(0, 2)",551.054,188.4741045751872,99.90943429817112,78722,22
2,"(4,)","(2,)",551.054,142.90536699134805,58.887829070608454,78722,18
2,"(1, 4)","(0, 2)",551.061,188.47419745562354,99.90964184786672,78723,22
2,"(4,)","(2,)",551.061,142.90527430943476,58.88778828136674,78723,18
2,"(1, 4)","(0, 2)",551.068,188.47428853472,99.90984537230636,78724,22
2,"(4,)","(2,)",551.068,142.9051853812851,58.88774914415362,78724,18
2,"(1, 4)","(0, 2)",551.075,188.4745481664495,99.90960278094204,78725,22
2,"(4,)","(2,)",551.075,142.90510020504948,58.88771165815513,78725,18
2,"(4,)","(2,)",551.082,142.90501877887888,58.88767582255747,78726,18
2,"(1, 4)","(0, 2)",551.082,188.47463542738888,99.90979929299431,78726,22
2,"(1, 4)","(0, 2)",551.089,188.47472089411113,99.909991764461,78727,22
2,"(4,)","(2,)",551.089,142.90494110092484,58.88764163654717,78727,18
2,"(1, 4)","(0, 2)",551.096,188.4748045669769,99.9101801961544,78728,22
2,"(4,)","(2,)",551.096,142.90486716933944,58.88760909931094,78728,18
2,"(1, 4)","(0, 2)",551.1030000000001,188.4748864463529,99.91036458890021,78729,22
2,"(4,)","(2,)",551.1030000000001,142.9047969822755,58.887578210035855,78729,18
2,"(4,)","(2,)",551.11,142.9055116681659,58.8874024198765,78730,18
2,"(1, 4)","(0, 2)",551.11,188.47496653261163,99.91054494353727,78730,22
2,"(1, 4)","(0, 2)",551.117,188.47504482613124,99.91072126091744,78731,22
2,"(4,)","(2,)",551.117,142.90544918474376,58.88737467418839,78731,18
2,"(4,)","(2,)",551.124,142.90539041680148,58.88734857835463,78732,18
2,"(1, 4)","(0, 2)",551.124,188.47512132729577,99.91089354190531,78732,22
2,"(1, 4)","(0, 2)",551.131,188.47519603649468,99.9110617873781,78733,22
2,"(4,)","(2,)",551.131,142.90533536252232,58.88732413156848,78733,18
2,"(1, 4)","(0, 2)",551.138,188.47526895412304,99.91122599822545,78734,22
2,"(4,)","(2,)",551.138,142.90528402009053,58.88730133302367,78734,18
2,"(1, 4)","(0, 2)",551.1519999999999,188.6198644444508,99.54106235927648,78735,24
2,"(4,)","(2,)",551.1519999999999,142.90519246351127,58.88726067743527,78735,23
2,"(1, 4)","(0, 2)",551.145,188.47534008058128,99.91138617534908,78735,22
2,"(4,)","(2,)",551.145,142.90523638769128,58.88728018191434,78735,18
2,"(4,)","(2,)",551.1659999999999,143.6218868906227,58.76527726935206,78737,23
2,"(1, 4)","(0, 2)",551.1659999999999,188.620055559156,99.54200844466902,78737,22
2,"(1, 4)","(0, 2)",551.159,188.61996059676997,99.54153834726783,78737,24
2,"(4,)","(2,)",551.159,143.62208984096716,58.76536728995718,78737,18
2,"(1, 4)","(0, 2)",551.173,188.62014933262347,99.54247265650329,78739,24
2,"(4,)","(2,)",551.173,143.6216878221592,58.76518897059309,78739,18
2,"(1, 4)","(0, 2)",551.18,188.6202419181892,99.54293098780336,78739,22
2,"(4,)","(2,)",551.18,143.62149263366268,58.765102392831324,78739,23
2,"(4,)","(2,)",551.194,143.6211138889354,58.76493439691278,78741,23
2,"(1, 4)","(0, 2)",551.187,188.62033331687152,99.543383443611,78741,24
2,"(4,)","(2,)",551.187,143.6213013232233,58.76501753521964,78741,18
2,"(1, 4)","(0, 2)",551.194,188.6204235296908,99.54383002897694,78741,22
2,"(1, 4)","(0, 2)",551.201,188.62051255766895,99.5442707489603,78743,22
2,"(4,)","(2,)",551.201,143.62093032889769,58.764852977067356,78743,23
