s,t,x,y
"[(2, 1)]",76.0,"[[190.2526807233781, 190.1276663430558]]","[[172.95915303362673, 338.7315532389535]]"
"[(2, 1)]",76.1,"[[190.24716425967267, 190.12470520974247]]","[[172.96836391712975, 338.7236477193551]]"
"[(2, 1)]",76.2,"[[190.24189753379574, 190.12191084183578]]","[[172.97715781138612, 338.7161874236122]]"
"[(2, 1)]",76.3,"[[190.23687513974178, 190.11928094275459]]","[[172.9855437428464, 338.709166220401]]"
"[(2, 1)]",76.4,"[[190.2320922823248, 190.11681204038092]]","[[172.99352971807102, 338.70257483999484]]"
"[(2, 1)]",76.5,"[[190.22782933337345, 189.75215930733276]]","[[173.00103557394274, 338.8242376829712]]"
"[(2, 1)]",76.6,"[[190.22534388192437, 189.74772767370868]]","[[173.0076718040721, 338.8158358737184]]"
"[(2, 1)]",76.7,"[[189.92528640644338, 189.74188122135703]]","[[172.90554265830457, 338.808415516056]]"
"[(2, 1)]",76.8,"[[189.82467659015265, 189.6642333628415]]","[[172.87148102001902, 338.8263335803829]]"
"[(2, 1)]",76.9,"[[189.8187597814748, 189.66107012800765]]","[[172.88033735822216, 338.8180657419789]]"
"[(2, 1)]",77.0,"[[189.81309012919775, 189.65775514660552]]","[[172.8888237502611, 338.8103081724167]]"
"[(2, 1)]",77.1,"[[189.80766750202582, 189.6546048120236]]","[[172.89694039266055, 338.8029359018971]]"
"[(2, 1)]",77.2,"[[189.8024923040678, 189.65161152415726]]","[[172.90468668054643, 338.79593114499926]]"
"[(2, 1)]",77.3,"[[189.79756475043897, 189.3038972968547]]","[[172.91206229193213, 338.8916585079469]]"
"[(2, 1)]",77.4,"[[189.4304194027011, 189.28984580365872]]","[[172.78564338661835, 338.8854898110119]]"
"[(2, 1)]",77.5,"[[189.4249502702975, 189.288182546145]]","[[172.7960092848739, 338.8761629887996]]"
"[(2, 1)]",77.6,"[[189.41972876908386, 189.28660460068252]]","[[172.80588070085943, 338.86731455933636]]"
"[(2, 1)]",77.7,"[[189.41476701089886, 189.28510965956872]]","[[172.81528607259187, 338.85893158203356]]"
"[(2, 1)]",77.8,"[[189.41004971207462, 189.18286282891705]]","[[172.82422805391394, 338.87662380258]]"
"[(2, 1)]",77.9,"[[189.40557199772547, 189.17995481486398]]","[[172.8327158855243, 338.86874839752824]]"
"[(2, 1)]",78.0,"[[189.32135929159364, 189.1772020737194]]","[[172.81634727026233, 338.86129204788494]]"
"[(2, 1)]",78.1,"[[189.3172341814439, 189.17140212079113]]","[[172.824673975908, 338.85499177567925]]"
"[(2, 1)]",78.2,"[[189.3133258941874, 189.0931910443032]]","[[172.83256301556577, 338.865370301063]]"
"[(2, 1)]",78.3,"[[189.16760890033893, 188.7242456772831]]","[[172.80050394017243, 338.9651435239841]]"
"[(2, 1)]",78.4,"[[189.16603955058687, 188.7202772289193]]","[[172.80928349667084, 338.9558028594234]]"
"[(2, 1)]",78.5,"[[188.91731306496013, 188.71649973200303]]","[[172.74334662535884, 338.94691164342686]]"
"[(2, 1)]",78.6,"[[188.9060973547472, 188.7129101285696]]","[[172.74988409562, 338.93846267836454]]"
"[(2, 1)]",78.7,"[[188.90057526150375, 188.70950134945508]]","[[172.75815222123902, 338.9304482573406]]"
"[(2, 1)]",78.8,"[[188.89526985474933, 188.70627594497248]]","[[172.76609590628226, 338.9228564467704]]"
"[(2, 1)]",78.9,"[[188.89017742799842, 188.32423168133724]]","[[172.77372070040033, 339.0129417608324]]"
"[(2, 1)]",79.0,"[[188.8852956431842, 188.31808570929732]]","[[172.78103010433634, 339.0014475231952]]"
"[(2, 1)]",79.1,"[[188.88062382809068, 188.31622442272536]]","[[172.78802512458662, 338.991138513807]]"
"[(2, 1)]",79.2,"[[188.48533528721623, 188.3150257732571]]","[[172.6816264545582, 338.9814616685433]]"
"[(2, 1)]",79.3,"[[188.4798769339693, 188.31389005254977]]","[[172.69197479259907, 338.9722928549422]]"
"[(2, 1)]",79.4,"[[188.44302876153085, 188.30727826330266]]","[[172.6934362482221, 338.9647546044034]]"
"[(2, 1)]",79.5,"[[188.43827092730874, 188.3063001018178]]","[[172.7033188717408, 338.95648340848106]]"
"[(2, 1)]",79.6,"[[188.4341906686912, 188.30534215900815]]","[[172.7128673084341, 338.9486659959001]]"
"[(2, 1)]",79.7,"[[188.4303072214671, 188.1926207266367]]","[[172.72195517600497, 338.9617856629998]]"
"[(2, 1)]",79.8,"[[188.42661884495294, 188.19245757583164]]","[[172.73058654792212, 338.95380435311654]]"
"[(2, 1)]",79.9,"[[188.23102834551537, 188.19230358015687]]","[[172.69666255361187, 338.94627091066576]]"
"[(2, 1)]",80.0,"[[188.2298071095413, 188.19215845349825]]","[[172.70652166166417, 338.9391713389893]]"
"[(2, 1)]",80.1,"[[188.2286162862233, 188.11992563108595]]","[[172.71583238232975, 338.943701520077]]"
"[(2, 1)]",80.2,"[[188.22752600191265, 188.11152334026426]]","[[172.7246305876273, 338.93820134923396]]"
"[(2, 1)]",80.3,"[[188.1810681568446, 187.74469597672896]]","[[172.72448775658793, 339.00911460472264]]"
"[(2, 1)]",80.4,"[[188.17962586081472, 187.73845801388222]]","[[172.73257552323696, 338.9996587834412]]"
"[(2, 1)]",80.5,"[[187.94904105232126, 187.73537939510095]]","[[172.69551634652262, 338.9913585304671]]"
"[(2, 1)]",80.6,"[[187.94361105055935, 187.73206376374284]]","[[172.70340036394998, 338.98355408127065]]"
"[(2, 1)]",80.7,"[[187.9323551323635, 187.33780350464588]]","[[172.7094246772014, 339.0617503288677]]"
"[(2, 1)]",80.8,"[[187.92745845480317, 187.33256734007327]]","[[172.7167801723797, 339.04949922433536]]"
"[(2, 1)]",80.9,"[[187.88379060038412, 187.32755528675784]]","[[172.71477732934588, 339.03777247506366]]"
"[(2, 1)]",81.0,"[[187.4690352239295, 187.32276199815297]]","[[172.63132565605758, 339.0265575716859]]"
"[(2, 1)]",81.1,"[[187.46419407860532, 187.3181814750452]]","[[172.6425324315382, 339.01584047778493]]"
"[(2, 1)]",81.2,"[[187.459640543493, 187.31380744760128]]","[[172.65331066235487, 339.0056065237715]]"
"[(2, 1)]",81.3,"[[187.45518128928717, 187.31097756478368]]","[[172.6636197412537, 338.9963321673151]]"
"[(2, 1)]",81.4,"[[187.451012230785, 187.19393034626728]]","[[172.67349908933235, 339.00426446058907]]"
"[(2, 1)]",81.5,"[[187.44693264248892, 187.19329766629806]]","[[172.68291610887627, 338.9949021677925]]"
"[(2, 1)]",81.6,"[[187.23573228336562, 187.1931288044474]]","[[172.65868447293266, 338.98664146845533]]"
"[(2, 1)]",81.7,"[[187.2343611388551, 187.19296905142025]]","[[172.66947064079085, 338.97882637155635]]"
"[(2, 1)]",81.8,"[[187.23308960164638, 187.19281614402556]]","[[172.67973157641538, 338.9713461620889]]"
"[(2, 1)]",81.9,"[[187.2319173277518, 187.19267191507834]]","[[172.68948308098285, 338.96429050112107]]"
"[(2, 1)]",82.0,"[[187.23073573973346, 187.1922787479991]]","[[172.69872655775947, 338.9576727459547]]"
"[(2, 1)]",82.1,"[[187.22776672159847, 187.1230728539279]]","[[172.70727084993956, 338.95715459204666]]"
"[(2, 1)]",82.2,"[[187.22681964194874, 186.74893954402447]]","[[172.71559218001917, 339.0030478845668]]"
"[(2, 1)]",82.3,"[[187.22585232012818, 186.72531336521226]]","[[172.7234515997192, 338.99694255544495]]"
"[(2, 1)]",82.4,"[[187.22496411145613, 186.72206063310657]]","[[172.73087526759343, 338.9883323602838]]"
"[(2, 1)]",82.5,"[[187.17839996865382, 186.33103326354174]]","[[172.73389142040475, 339.03962726710506]]"
"[(2, 1)]",82.6,"[[186.9664286602199, 186.3253676230804]]","[[172.7206158547117, 339.0262917399261]]"
"[(2, 1)]",82.7,"[[186.8838160692149, 186.31740222259884]]","[[172.71506298319048, 339.01382985296084]]"
"[(2, 1)]",82.8,"[[186.87944955337366, 186.31213389806953]]","[[172.72304343800445, 339.0015010414797]]"
"[(2, 1)]",82.9,"[[186.45430522123343, 186.31019391804801]]","[[172.67022079801202, 338.99104800215]]"
"[(2, 1)]",83.0,"[[186.4493363415321, 186.30930588945148]]","[[172.6819163213617, 338.98124071953976]]"
"[(2, 1)]",83.1,"[[186.4445607897634, 186.19285646966537]]","[[172.6931567982047, 338.9814314725267]]"
"[(2, 1)]",83.2,"[[186.43998703871176, 186.19291517823467]]","[[172.7039463419579, 338.97146234176444]]"
"[(2, 1)]",83.3,"[[186.43558335235002, 186.19239683142814]]","[[172.7142874826244, 338.962027563692]]"
"[(2, 1)]",83.4,"[[186.23116944950925, 186.1919277750034]]","[[172.705642507563, 338.9530580170393]]"
"[(2, 1)]",83.5,"[[186.22792263360327, 186.19215145412198]]","[[172.71705600826627, 338.94450756310874]]"
"[(2, 1)]",83.6,"[[186.226617498495, 186.19185005273675]]","[[172.7281128725269, 338.93643218967793]]"
"[(2, 1)]",83.7,"[[186.22409277951533, 186.19169581830434]]","[[172.7385687844362, 338.92878624810993]]"
"[(2, 1)]",83.8,"[[186.2229110746623, 186.1915496593245]]","[[172.74861544174237, 338.9215687012649]]"
"[(2, 1)]",83.9,"[[186.2217753442579, 186.17278132253333]]","[[172.75817043702764, 338.9151860995776]]"
"[(2, 1)]",84.0,"[[186.22070209865882, 186.1727712812759]]","[[172.7672483119373, 338.90868222304005]]"
"[(2, 1)]",84.1,"[[186.17757524278784, 186.17276188099459]]","[[172.77451038571715, 338.90259351654555]]"
"[(2, 1)]",84.2,"[[186.17739572687, 185.69738417685835]]","[[172.7830187591881, 338.9230124531843]]"
"[(2, 1)]",84.3,"[[186.17723121269802, 185.69393609395584]]","[[172.79106676475124, 338.91388514878145]]"
"[(2, 1)]",84.4,"[[186.17708163854212, 185.3073945080583]]","[[172.79866595264667, 338.92987804758195]]"
"[(2, 1)]",84.5,"[[186.17692950279397, 185.30622423018428]]","[[172.805826219796, 338.91781538023895]]"
"[(2, 1)]",84.6,"[[186.17679191616728, 185.30510678021164]]","[[172.81255693932468, 338.90629723776055]]"
"[(2, 1)]",84.7,"[[186.17666884068493, 185.30403990972965]]","[[172.81886695510659, 338.8953004445989]]"
"[(2, 1)]",84.8,"[[185.9170202875639, 185.30302155790582]]","[[172.82200205179433, 338.88480375867357]]"
"[(2, 1)]",84.9,"[[185.42874898382598, 185.19014332857026]]","[[172.80008043099093, 338.87690573466045]]"
"[(2, 1)]",85.0,"[[185.42395162295014, 185.18989742350544]]","[[172.81214125866373, 338.8664084638417]]"
"[(2, 1)]",85.1,"[[185.4153386042491, 185.19050959623758]]","[[172.82358369169305, 338.85639971933807]]"
"[(2, 1)]",85.2,"[[185.21485385213683, 185.19033224711217]]","[[172.8290873595459, 338.8468794841282]]"
"[(2, 1)]",85.3,"[[185.21337025849132, 185.19016368104369]]","[[172.84181956486862, 338.83783073005884]]"
"[(2, 1)]",85.4,"[[185.21194948400972, 185.19000378693138]]","[[172.85400466547037, 338.8292474931565]]"
"[(2, 1)]",85.5,"[[185.21059183834996, 185.17296028148016]]","[[172.86565641215034, 338.820647372284]]"
"[(2, 1)]",85.6,"[[185.20929376324486, 185.17296028148016]]","[[172.87678873118838, 338.81286519980296]]"
"[(2, 1)]",85.7,"[[185.20805563175026, 185.17296028148016]]","[[172.88741527869485, 338.8055363204466]]"
"[(2, 1)]",85.8,"[[185.17648319730287, 185.17296028148016]]","[[172.89837030405673, 338.79865114130206]]"
"[(2, 1)]",85.9,"[[185.1762970505967, 185.17296028148016]]","[[172.90824772396417, 338.7921980559811]]"
"[(2, 1)]",86.0,"[[185.1761193339681, 185.17296028148016]]","[[172.91763153667978, 338.7861638085018]]"
"[(2, 1)]",86.1,"[[185.17446766082318, 185.17296028148016]]","[[172.92660850593765, 338.78053400200764]]"
"[(2, 1)]",86.2,"[[185.17429524312166, 184.635726649298]]","[[172.93504633783417, 338.7649170077065]]"
"[(2, 1)]",86.3,"[[185.17410970568443, 184.29044272296358]]","[[172.9430205899878, 338.7542646502466]]"
"[(2, 1)]",86.4,"[[185.1739585189768, 184.28924504328225]]","[[172.95053818369175, 338.7418820521285]]"
"[(2, 1)]",86.5,"[[185.17381584364094, 184.28774095568957]]","[[172.95761107521733, 338.72998183111554]]"
"[(2, 1)]",86.6,"[[185.17368148070958, 184.19500731364755]]","[[172.96424861557537, 338.7156388619061]]"
"[(2, 1)]",86.7,"[[185.17141413446404, 184.1950104096515]]","[[172.97066531893904, 338.70391394861423]]"
"[(2, 1)]",86.8,"[[185.17141216873028, 184.19501336974722]]","[[172.97646264344405, 338.6927037350858]]"
"[(2, 1)]",86.9,"[[184.348702119299, 184.18733510402745]]","[[173.0159924522196, 338.6815558969368]]"
"[(2, 1)]",87.0,"[[184.34870854991843, 184.18706115950454]]","[[173.02711115219776, 338.67128502690304]]"
"[(2, 1)]",87.1,"[[184.22136135191138, 184.18687928556076]]","[[173.04306696366697, 338.6615218960202]]"
"[(2, 1)]",87.2,"[[184.19494696444988, 184.17296028148016]]","[[173.0556515648403, 338.65110635285]]"
"[(2, 1)]",87.3,"[[184.19494987014406, 184.17296028148016]]","[[173.0666354351672, 338.6422272380624]]"
"[(2, 1)]",87.4,"[[184.19495264853256, 184.17296028148016]]","[[173.07713807480397, 338.633821129585]]"
"[(2, 1)]",87.5,"[[184.19495530385223, 184.17296028148016]]","[[173.08717048811408, 338.6258724509159]]"
"[(2, 1)]",87.6,"[[184.1764200315208, 184.17296028148016]]","[[173.09828591508625, 338.61836679577584]]"
"[(2, 1)]",87.7,"[[184.17659471262704, 184.17296028148016]]","[[173.10753279854958, 338.6112905335035]]"
"[(2, 1)]",87.8,"[[184.17676090509298, 184.17295591697723]]","[[173.1163301622584, 338.60463012846486]]"
"[(2, 1)]",87.9,"[[184.17691236766342, 184.1729559621339]]","[[173.12468556749798, 338.59837441528936]]"
"[(2, 1)]",88.0,"[[184.17679128104928, 184.17295600445468]]","[[173.13263550419447, 338.5925115672155]]"
"[(2, 1)]",88.1,"[[184.17299399316167, 183.71251020563756]]","[[173.14060111323028, 338.5448738969229]]"
"[(2, 1)]",88.2,"[[184.17299569836882, 183.34895447544497]]","[[173.1477209456765, 338.51029217097675]]"
"[(2, 1)]",88.3,"[[184.1718250604242, 183.26471006007853]]","[[173.15458993030757, 338.490704368758]]"
"[(2, 1)]",88.4,"[[184.171661424491, 183.1950718574304]]","[[173.16093825146865, 338.4712043373136]]"
"[(2, 1)]",88.5,"[[184.17042234703348, 183.19507537914603]]","[[173.1670612177019, 338.45786720633714]]"
"[(2, 1)]",88.6,"[[184.17066052729794, 183.19507875106964]]","[[173.17260352386558, 338.44509735447406]]"
"[(2, 1)]",88.7,"[[184.1713700328821, 183.19508197609827]]","[[173.17770743250057, 338.4328838104041]]"
"[(2, 1)]",88.8,"[[183.63482023300742, 183.19508505777236]]","[[173.24052993457383, 338.421213165919]]"
"[(2, 1)]",88.9,"[[183.2426366957051, 183.18573243848647]]","[[173.28560741036964, 338.4087584937732]]"
"[(2, 1)]",89.0,"[[183.18760980632493, 183.18593434890334]]","[[173.30351055621026, 338.3980702953832]]"
"[(2, 1)]",89.1,"[[183.18730047654836, 183.1861268375265]]","[[173.31587682451607, 338.38788084293316]]"
"[(2, 1)]",89.2,"[[183.18707972298446, 183.18631020764616]]","[[173.327727364384, 338.378174081647]]"
"[(2, 1)]",89.3,"[[183.17304676525126, 183.18648204967855]]","[[173.34085194253745, 338.36893523203815]]"
"[(2, 1)]",89.4,"[[183.17296045731365, 183.1866480025806]]","[[173.3517947176281, 338.3601538450198]]"
"[(2, 1)]",89.5,"[[183.17304712748373, 183.18680545030014]]","[[173.3622081199847, 338.3518225091808]]"
"[(2, 1)]",89.6,"[[183.1729559305842, 183.1869544958601]]","[[173.37214915429897, 338.34393577307026]]"
"[(2, 1)]",89.7,"[[183.17295600331252, 183.18652594618655]]","[[173.38158772660648, 338.33636948187973]]"
"[(2, 1)]",89.8,"[[183.17305391342063, 183.18666941280443]]","[[173.39053116506204, 338.3293511139613]]"
"[(2, 1)]",89.9,"[[183.172956137798, 183.18680424298574]]","[[173.39904104862487, 338.322755239375]]"
"[(2, 1)]",90.0,"[[183.1719973322817, 183.18693066329243]]","[[173.40725516904226, 338.3165707747406]]"
"[(2, 1)]",90.1,"[[183.17211243521967, 182.77047580171228]]","[[173.41482623950807, 338.2319606620084]]"
"[(2, 1)]",90.2,"[[183.1720200958502, 182.34914576353302]]","[[173.42199483418057, 338.15402497155645]]"
"[(2, 1)]",90.3,"[[183.17203046181527, 182.3014078377662]]","[[173.42870691246512, 338.1318299735956]]"
"[(2, 1)]",90.4,"[[183.1721482100114, 182.30273047858412]]","[[173.4349648916274, 338.1181968258314]]"
"[(2, 1)]",90.5,"[[183.17204920688968, 182.303999001023]]","[[173.4408445577528, 338.10512122287923]]"
"[(2, 1)]",90.6,"[[182.3490032142555, 182.3052145421556]]","[[173.5804577137102, 338.09259200340955]]"
"[(2, 1)]",90.7,"[[182.1951072392976, 182.30220422054103]]","[[173.6180375393409, 338.07968630306846]]"
"[(2, 1)]",90.8,"[[182.19509926837486, 182.3035349330455]]","[[173.6325675417835, 338.06826978226627]]"
"[(2, 1)]",90.9,"[[182.19510294722548, 182.19286735401496]]","[[173.6464989581244, 338.03105726840363]]"
"[(2, 1)]",91.0,"[[182.19511903916776, 182.1930798235561]]","[[173.65984256352314, 338.01981445645436]]"
"[(2, 1)]",91.1,"[[182.18729685080743, 182.19328228752943]]","[[173.6741793809364, 338.0091018759301]]"
"[(2, 1)]",91.2,"[[182.18752830864452, 182.1935724519791]]","[[173.68642694759833, 337.9990461300943]]"
"[(2, 1)]",91.3,"[[182.18774942021562, 182.1946181901243]]","[[173.69812704270316, 337.9906036277681]]"
"[(2, 1)]",91.4,"[[182.1879736683249, 182.19556544331272]]","[[173.70929008199937, 337.98254088977086]]"
"[(2, 1)]",91.5,"[[182.1881615797991, 182.19651614232725]]","[[173.71993642292287, 337.9748687608172]]"
"[(2, 1)]",91.6,"[[182.18835297609579, 182.19742161193943]]","[[173.73006413746387, 337.9675618842768]]"
"[(2, 1)]",91.7,"[[182.1880967301317, 182.19828339520262]]","[[173.73979540875968, 337.96060798797447]]"
"[(2, 1)]",91.8,"[[182.18826933480923, 182.19910275942036]]","[[173.74891630829165, 337.95399551283356]]"
"[(2, 1)]",91.9,"[[182.188445660598, 182.19988123474926]]","[[173.75754213615483, 337.9477139930537]]"
"[(2, 1)]",92.0,"[[182.18861218555293, 182.20004444071853]]","[[173.76568907120992, 337.94158287759143]]"
"[(2, 1)]",92.1,"[[182.18878360016942, 181.90141423527658]]","[[173.7733678966994, 337.8538813553614]]"
"[(2, 1)]",92.2,"[[182.18891716205508, 181.82143531419842]]","[[173.7806079079574, 337.8280285485635]]"
"[(2, 1)]",92.3,"[[182.18905629651306, 181.82558631761404]]","[[173.78741434218776, 337.82051167739985]]"
"[(2, 1)]",92.4,"[[181.8251832927852, 181.8295273471272]]","[[173.89136169765288, 337.81337503882446]]"
"[(2, 1)]",92.5,"[[181.71750343291683, 181.43727311161723]]","[[173.92569509569262, 337.70565391489737]]"
"[(2, 1)]",92.6,"[[181.72124777503547, 181.44164867543347]]","[[173.93510729085767, 337.6954144183328]]"
"[(2, 1)]",92.7,"[[181.33909094443436, 181.44584355385848]]","[[174.03601981177493, 337.6855977535496]]"
"[(2, 1)]",92.8,"[[181.342252028544, 181.44986126535755]]","[[174.04710602907838, 337.67619568679436]]"
"[(2, 1)]",92.9,"[[181.34756654581588, 181.45370512640406]]","[[174.0571816725491, 337.6672004570061]]"
"[(2, 1)]",93.0,"[[181.35264186259013, 181.243810293386]]","[[174.06679388858157, 337.5934731554524]]"
"[(2, 1)]",93.1,"[[181.3454455710926, 181.24516461356865]]","[[174.0790714497344, 337.5825396509524]]"
"[(2, 1)]",93.2,"[[181.34933274182515, 181.2438685409284]]","[[174.08813347583148, 337.57118003745666]]"
"[(2, 1)]",93.3,"[[181.35305317341422, 181.24506804043756]]","[[174.09679343850323, 337.56104180857335]]"
"[(2, 1)]",93.4,"[[181.3565334299684, 181.2462169522147]]","[[174.10508984405658, 337.5513311496907]]"
"[(2, 1)]",93.5,"[[181.35992545934323, 181.18276974157178]]","[[174.1129960654713, 337.5193631894778]]"
"[(2, 1)]",93.6,"[[181.21396066647384, 181.1829686885446]]","[[174.16588183676066, 337.50966232013104]]"
"[(2, 1)]",93.7,"[[181.21517789145315, 181.18227623876663]]","[[174.17497491835047, 337.5001036989483]]"
"[(2, 1)]",93.8,"[[181.2161775610441, 181.18333768838724]]","[[174.18376964350063, 337.49166948911693]]"
"[(2, 1)]",93.9,"[[181.21731492737928, 181.182597298999]]","[[174.1921610979553, 337.483036582276]]"
"[(2, 1)]",94.0,"[[181.21822309756368, 181.18366731188155]]","[[174.20027478652025, 337.4755836786125]]"
"[(2, 1)]",94.1,"[[181.2192829255953, 181.0245699450162]]","[[174.20798786548403, 337.4043646315835]]"
"[(2, 1)]",94.2,"[[181.22010224430647, 181.02704833807903]]","[[174.21543735411464, 337.39726975594357]]"
"[(2, 1)]",94.3,"[[181.17461331828505, 181.0208882629277]]","[[174.23931632596833, 337.3871149573626]]"
"[(2, 1)]",94.4,"[[180.96059125761582, 180.62275316342902]]","[[174.3218957109636, 337.23736928783177]]"
"[(2, 1)]",94.5,"[[180.96557642126913, 180.62616417498992]]","[[174.32941089826082, 337.2270013518116]]"
"[(2, 1)]",94.6,"[[180.9161114954306, 180.6299425821881]]","[[174.3523648115516, 337.2177335873076]]"
"[(2, 1)]",94.7,"[[180.9202730280608, 180.3071992421998]]","[[174.35980176160191, 337.0817305365448]]"
"[(2, 1)]",94.8,"[[180.92343971467045, 180.30874089255673]]","[[174.36706293327916, 337.0692847048051]]"
"[(2, 1)]",94.9,"[[180.5239338621716, 180.31020393236122]]","[[174.5065881709019, 337.0574735005633]]"
"[(2, 1)]",95.0,"[[180.53201834083097, 180.31159099707764]]","[[174.5160645857993, 337.04626770395765]]"
"[(2, 1)]",95.1,"[[180.53635254137524, 180.31290767555475]]","[[174.5262072859054, 337.03563799592183]]"
"[(2, 1)]",95.2,"[[180.54047197718853, 180.31415645863655]]","[[174.53584740330038, 337.02555371765845]]"
"[(2, 1)]",95.3,"[[180.5346585287515, 180.31534198217665]]","[[174.5486413204684, 337.01598696576747]]"
"[(2, 1)]",95.4,"[[180.27133486278544, 180.3164667307476]]","[[174.66096666660042, 337.0069106461887]]"
"[(2, 1)]",95.5,"[[180.27275355132616, 180.31801866799506]]","[[174.67295749196546, 336.9986816701769]]"
"[(2, 1)]",95.6,"[[180.27410295836103, 180.32136293021682]]","[[174.6843627466336, 336.992343136133]]"
"[(2, 1)]",95.7,"[[180.18792348600977, 180.32453947130648]]","[[174.73193895768665, 336.9863224916669]]"
"[(2, 1)]",95.8,"[[180.188160387037, 180.20769431146513]]","[[174.74349050773378, 336.92682772554224]]"
"[(2, 1)]",95.9,"[[180.18838494344016, 180.1558554946119]]","[[174.75444012057542, 336.89525111536784]]"
"[(2, 1)]",96.0,"[[180.1885974191068, 180.1533496666013]]","[[174.76480066365002, 336.88607118500664]]"
"[(2, 1)]",96.1,"[[180.1887981716031, 179.89675198893437]]","[[174.77458957227375, 336.76957622648393]]"
"[(2, 1)]",96.2,"[[180.18898762279522, 179.90228798705283]]","[[174.78382741709416, 336.76140080003995]]"
"[(2, 1)]",96.3,"[[180.08712826096445, 179.90757411008548]]","[[174.8412952906626, 336.7535943830032]]"
"[(2, 1)]",96.4,"[[180.08918593430158, 179.91245345452748]]","[[174.84946589838682, 336.7460864889002]]"
"[(2, 1)]",96.5,"[[180.09044472960284, 179.91404648494375]]","[[174.8574851705511, 336.7377112707262]]"
"[(2, 1)]",96.6,"[[179.74626008992533, 179.91858658266682]]","[[175.01114438084622, 336.7309156072022]]"
"[(2, 1)]",96.7,"[[179.75156017040916, 179.92289560717967]]","[[175.0190775941415, 336.72446581636234]]"
"[(2, 1)]",96.8,"[[179.75659644059112, 179.92697575807827]]","[[175.02661593354745, 336.71835860582956]]"
"[(2, 1)]",96.9,"[[179.76138614133276, 179.55792835381374]]","[[175.03378520535756, 336.5439698054408]]"
"[(2, 1)]",97.0,"[[179.765944778975, 179.56297200086144]]","[[175.04060861961742, 336.53441034915494]]"
"[(2, 1)]",97.1,"[[179.4161652271103, 179.56778752232364]]","[[175.18734001861174, 336.52528326978637]]"
"[(2, 1)]",97.2,"[[179.42135685512528, 179.5723699461621]]","[[175.1971799500328, 336.5165979910679]]"
"[(2, 1)]",97.3,"[[179.42636594614842, 179.57671543100963]]","[[175.2066739106955, 336.5083617937195]]"
"[(2, 1)]",97.4,"[[179.4311998682577, 179.5357021747896]]","[[175.21583586565697, 336.47736129473014]]"
"[(2, 1)]",97.5,"[[179.4358643959832, 179.53916666649593]]","[[175.22467675964987, 336.4692870958749]]"
"[(2, 1)]",97.6,"[[179.4403637743195, 179.2762774923246]]","[[175.23320463840753, 336.3185118282156]]"
"[(2, 1)]",97.7,"[[179.44470080425822, 179.27942495900973]]","[[175.2414248107783, 336.30841733249486]]"
"[(2, 1)]",97.8,"[[179.4488767691368, 179.25817567611588]]","[[175.2493397091307, 336.28529197134714]]"
"[(2, 1)]",97.9,"[[179.45289175994407, 179.25998363616895]]","[[175.25694950592006, 336.2754341070856]]"
"[(2, 1)]",98.0,"[[179.45627797399158, 179.2616935465387]]","[[175.26448465624918, 336.2661108566654]]"
"[(2, 1)]",98.1,"[[179.40703046896456, 179.155698827859]]","[[175.29833879139636, 336.1936223776001]]"
"[(2, 1)]",98.2,"[[179.41117178442627, 179.15884209547096]]","[[175.30525581843025, 336.18521493875585]]"
"[(2, 1)]",98.3,"[[179.4145996521247, 179.0940553869187]]","[[175.31208912770018, 336.1358509393087]]"
"[(2, 1)]",98.4,"[[179.39089643735974, 179.09626162323855]]","[[175.33310512075118, 336.12736877105976]]"
"[(2, 1)]",98.5,"[[179.05117844750086, 178.77472193075965]]","[[175.52755667027822, 335.94944208704425]]"
"[(2, 1)]",98.6,"[[179.05468131704424, 178.78047730800165]]","[[175.53667504101534, 335.94094448134314]]"
"[(2, 1)]",98.7,"[[179.05787335424995, 178.78598924084682]]","[[175.54542174572532, 335.93280631246216]]"
"[(2, 1)]",98.8,"[[179.06104076864185, 178.7912729845717]]","[[175.55362350563797, 335.9250050565389]]"
"[(2, 1)]",98.9,"[[179.06387876965397, 178.79634200790088]]","[[175.56144694268548, 335.91752082749014]]"
"[(2, 1)]",99.0,"[[179.06670047825958, 178.80120790542608]]","[[175.5687070999948, 335.91033650632187]]"
"[(2, 1)]",99.1,"[[179.06918184051688, 178.8058803595493]]","[[175.57559796294876, 335.90343779731876]]"
"[(2, 1)]",99.2,"[[178.6573743339158, 178.81035841743088]]","[[175.806296860383, 335.89682610731404]]"
"[(2, 1)]",99.3,"[[178.66173153138806, 178.47629166346067]]","[[175.8163574302736, 335.70470015920824]]"
"[(2, 1)]",99.4,"[[178.6657656514571, 178.48164459438536]]","[[175.8258555396017, 335.69472874035915]]"
"[(2, 1)]",99.5,"[[178.6684984864665, 178.4868177373893]]","[[175.83538315631517, 335.68509222974757]]"
"[(2, 1)]",99.6,"[[178.6731807163432, 178.48806337462818]]","[[175.84313874629487, 335.673579734073]]"
"[(2, 1)]",99.7,"[[178.675419110497, 178.49293766322307]]","[[175.85167280392682, 335.66460910682804]]"
"[(2, 1)]",99.8,"[[178.34485298430744, 178.45405524877043]]","[[176.05212771197762, 335.62906524890803]]"
"[(2, 1)]",99.9,"[[178.350257048236, 178.45919279168683]]","[[176.06052305110856, 335.6206151734621]]"
"[(2, 1)]",100.0,"[[178.3486946548446, 178.46410741923225]]","[[176.0722527966304, 335.6125317424868]]"
