s1,s2,t,x,y
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [16], [16], [16], [16], [17], [17], [17], [18], [18], [20], [23], [23], [27], [27], [27], [27], [27], [27], [27], [27], [27], [28], [28], [29], [29], [29], [29], [29], [29], [29], [30], [30], [32], [32], [34], [34], [36], [36], [43], [43], [43])","([14], [14], [14], [14], [14], [14], [14], [14], [20], [12], [19], [19], [21], [18], [18], [18], [16], [16], [19], [22], [22], [25], [25], [28], [28], [28], [40], [40], [40], [40], [27], [27], [30], [30], [30], [34], [34], [38], [38], [36], [36], [30], [30], [28], [28], [28], [28], [38], [38], [38])",39.204,"(71.27249231789972, 108.13291009139516, 105.25446480885029, 119.49101671923947, 133.95229202488477, 187.72662382607365, 156.47051786430785, 241.00661412043553, 307.62301147459846, 71.98281475987307, 122.65407656512127, 105.3016612978555, 247.64865273808198, 178.10101943127688, 138.41820934202596, 116.97061929395113, 75.0346195936705, 98.04302692152191, 183.40406346676627, 255.50471870120947, 250.17384274809626, 356.39040774997494, 336.8209776248594, 395.84154536374945, 445.04860332353246, 562.009921930107, 25.605787328046404, 41.64354531437402, 60.67979222856036, 45.90972825506219, 367.0088044661108, 358.3367255169391, 520.1330289743104, 516.6629995842025, 412.1387973334579, 510.66700892223594, 503.0177410363573, 19.845429902327396, 563.6980259665688, 540.2449489337739, 542.913297781807, 499.0963503209997, 495.67435751781034, 540.5196880325628, 517.0164181223987, 574.3555968667548, 558.675616332202, 55.7717677138462, 55.834375233268474, 54.34865331333344)","(297.49633339256906, 333.4255131074728, 361.7757826889894, 391.1584856637402, 393.15212200745225, 391.78962192516155, 313.7237469266456, 173.1211017772414, 154.70823155502788, 571.1232206495409, 555.9296461061366, 5.830279549583679, 483.59746427846926, 83.8063544289675, 155.92973916112007, 140.9025141010179, 473.09799016603915, 507.0903792266538, 12.455849657932959, 353.73942471729174, 379.1468175607104, 320.90066402081874, 370.3163973792445, 170.89779878767564, 425.8089252323316, 247.85061255211798, 233.82317921293702, 233.0281195352573, 252.1728946762329, 279.3843954035348, 455.04088377782375, 484.03658243139466, 14.443632361425557, 597.0360563706304, 573.3826180045317, 576.4592457907432, 573.1199969070454, 58.29066979578795, 37.25702083555598, 479.1940866952225, 519.9467474609734, 51.79163336280203, 14.193026069389248, 142.15762752825879, 133.15630963561316, 313.1411163013918, 388.85623329851506, 587.2989930387033, 2.6334839883495533, 43.158411165649)"
"([4], [4], [4], [4], [4], [4], [4], [4], [4], [17], [17], [17], [17], [18], [18], [18], [19], [19], [21], [24], [24], [29], [29], [29], [29], [29], [29], [29], [29], [29], [29], [29], [30], [30], [31], [31], [31], [31], [31], [31], [31], [32], [32], [34], [34], [37], [37], [44], [44], [44])","([15], [15], [15], [15], [15], [15], [15], [15], [22], [13], [20], [20], [23], [19], [19], [19], [16], [16], [20], [24], [24], [25], [25], [29], [29], [29], [29], [29], [46], [46], [46], [46], [28], [28], [33], [37], [37], [39], [39], [44], [44], [41], [41], [37], [37], [29], [29], [44], [44], [44])",40.004,"(71.48127620806889, 108.08992427786808, 105.1531752665384, 119.5558334644704, 133.8867100541251, 187.5400811709091, 156.59695390351442, 241.14350599345153, 308.1141423901478, 72.02987571366754, 122.20095615214211, 105.33195157664943, 248.2136723259344, 178.05713073709757, 138.3193435475626, 117.56465116584496, 74.88559478015156, 98.06337381220396, 183.699973999083, 255.93851847506295, 250.1280016869125, 355.7007908996222, 336.69607270933477, 395.841512392868, 445.94563607874534, 562.1514640837214, 540.3728147486154, 517.4392812758634, 26.02532379585716, 41.43465318792266, 59.84407458937767, 45.87119683986532, 366.96013994465727, 357.8913070158549, 411.7701558903201, 520.4912174603967, 516.7420228413089, 510.33774043547396, 504.23363998357036, 20.210523030189506, 564.0601421039867, 540.756261870564, 547.2412852722091, 499.5378187025516, 495.77390505810104, 574.0862939171114, 557.842981574259, 55.513374426837686, 55.82334304606741, 53.65049229101908)","(297.54975209075803, 333.47679406006654, 361.588789719873, 391.1584982279979, 393.1584727061481, 392.2268390289491, 313.14396513422975, 172.9462663018918, 154.17436264186628, 571.1691362930903, 556.6949875031606, 5.707960202813069, 483.36606019603823, 83.62829168667218, 155.54662417524668, 141.29542086338165, 473.16402485275466, 507.1514648047686, 12.984539687663073, 353.24995851444595, 379.15788322880314, 321.2827686235512, 369.7052518890609, 171.0036968058444, 425.8717101746166, 248.04228238297526, 141.86365211727409, 133.08074517492997, 234.11823563180707, 233.25180042958021, 252.68640585039475, 279.28148053135226, 454.9040522328262, 484.02443238033845, 573.3670362163188, 14.644857686428622, 597.103514994835, 575.3675217664041, 572.7037533177086, 58.064020437185036, 37.13407992247551, 479.16700840920157, 516.8846132079163, 50.831529721809716, 14.326914510470147, 312.8171327968007, 387.6443145302712, 587.3545818306363, 2.5415665711013844, 43.982777155179065)"
"([4], [4], [4], [4], [4], [4], [4], [4], [4], [16], [16], [16], [18], [19], [19], [19], [20], [20], [22], [25], [25], [29], [29], [29], [29], [29], [29], [29], [29], [29], [29], [29], [30], [30], [31], [31], [31], [31], [31], [31], [31], [32], [32], [35], [35], [38], [38], [44], [44], [46])","([12], [12], [12], [12], [12], [12], [12], [12], [18], [16], [16], [19], [10], [15], [15], [15], [13], [13], [16], [20], [20], [21], [21], [25], [25], [25], [25], [25], [39], [39], [39], [39], [22], [22], [26], [31], [31], [33], [33], [37], [37], [35], [35], [31], [31], [25], [25], [37], [37], [37])",40.804,"(71.83766800600088, 107.56184460032557, 104.96304136932889, 118.60983916690554, 134.76900088446476, 187.2359018676142, 156.74782875981867, 241.49861583456817, 308.15851490663727, 122.01920818309873, 105.82110344251572, 248.89653217258348, 72.2439344907923, 177.74844569680386, 138.18901550198515, 117.51625646041398, 73.92312607822555, 97.47083283766824, 183.9496518582161, 256.215488803122, 251.10019535104232, 354.2077302275248, 336.61129165737316, 395.8409886414079, 445.92142994604694, 562.4973073918557, 539.8604737686054, 518.1589844390625, 26.972895998972263, 40.57790001346075, 59.83449115775079, 45.88320262705645, 366.9866068131559, 357.32207626642554, 410.86556026598646, 520.6234076896201, 516.9104707881166, 510.06606324478025, 504.6523227387722, 20.384062228654784, 564.1273615139247, 540.9536294405502, 549.9653914577679, 499.50814161998596, 495.7214889384601, 574.0303208696178, 557.7261475415651, 55.47404014893459, 53.5587226318836, 55.47054546763138)","(297.6137131895765, 333.4831262346569, 361.27829831428824, 392.1584546543575, 394.1401895799867, 392.90586701940816, 312.7801035243981, 172.56669391980046, 154.22437905861278, 556.8749835754315, 4.8853407037045145, 483.07406322064355, 570.3840874701882, 82.84258550761001, 155.20108489691717, 141.34776215832278, 473.8883063613115, 507.98621552391876, 13.34252204757695, 352.8420358252407, 380.1496178229368, 322.1684922219934, 369.5244247771354, 171.09051601452495, 425.9388565932795, 248.53433832290204, 141.03152365279476, 132.95776860732067, 234.7416571896103, 233.9993574732365, 252.62154264210386, 278.4073631812791, 454.84550039852877, 484.0191939998117, 573.3524846494936, 14.516670613747692, 597.4454143351492, 574.3617937553391, 572.5130915143171, 58.02392789208341, 37.00434452117702, 479.11975627255674, 514.2683230240032, 50.73508512100341, 14.364674600417857, 312.6713291692029, 387.56280914354215, 2.4384933082073985, 44.15619568285422, 587.4478312151533)"
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [5], [5], [5], [16], [17], [17], [18], [18], [20], [21], [24], [24], [28], [28], [28], [28], [28], [28], [28], [28], [28], [28], [28], [29], [29], [30], [30], [30], [30], [30], [30], [30], [31], [31], [34], [34], [37], [37], [41], [41], [45])","([12], [12], [12], [12], [12], [12], [12], [12], [23], [21], [21], [24], [10], [19], [19], [14], [14], [19], [21], [25], [25], [26], [26], [28], [28], [28], [28], [28], [44], [44], [44], [44], [27], [27], [29], [36], [36], [38], [38], [42], [42], [40], [40], [36], [36], [28], [28], [42], [42], [42])",41.604,"(72.1017271840326, 107.59457071169791, 104.74968569883993, 118.6844888322758, 134.70264388547773, 187.10776683772394, 156.82470541021604, 241.50183941077984, 308.65209540412786, 121.59210480736056, 105.7748329797326, 249.55295847426407, 72.33263921283003, 117.58056399167629, 138.09433840818699, 73.85107867112507, 97.41616667286326, 177.81317318296175, 184.16689833874756, 256.1665016711174, 251.6586698372476, 353.5386203833926, 336.39887941823815, 395.6928328696673, 446.79238008258153, 562.779089126358, 539.5388266402178, 518.8514883285652, 27.511951156154737, 40.48373568669308, 59.755614808126666, 45.838180826570806, 367.031628731, 356.9030518986566, 410.8286778674401, 520.7432653230874, 517.0732690080705, 509.6298267299087, 506.2057447700936, 55.15705183316402, 564.3808383764624, 541.702718540014, 550.9489199148228, 499.5559308110478, 496.06277992884316, 573.8248936267166, 556.8712334353744, 20.7125976506984, 52.95616652550825, 54.84151433625982)","(297.6949878239717, 333.547734700317, 360.82920436206194, 392.1584856637402, 394.1584516534913, 393.26977273625965, 312.78850363655795, 172.47721131910743, 153.78357916467917, 557.5297442559796, 4.841484589011884, 482.7837727194152, 570.2571649180084, 141.46749248376858, 155.22399293541136, 473.88467888016896, 508.1570956399527, 82.84108685530379, 13.610559772129818, 352.8266788607756, 380.7218058038653, 322.5446513164723, 368.74711853235175, 171.24479552647193, 426.0522957340197, 248.8841123246362, 140.47581024612236, 132.78271878371126, 235.12977454129282, 234.15873996110042, 252.60827337695656, 278.2454924849584, 454.8184497468983, 484.0408256771734, 573.3067879687469, 14.396775580632266, 597.7285318048966, 573.1685536603214, 571.9309514634963, 2.3163188833055983, 36.84905126597107, 479.02484492468443, 513.3447378045107, 50.42858999732027, 14.700363975839082, 312.32889516219626, 386.4730430784641, 57.91166700973042, 44.959534694175204, 587.5178842888362)"
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [5], [5], [5], [16], [17], [17], [18], [18], [20], [21], [24], [24], [28], [28], [28], [28], [28], [28], [28], [28], [28], [28], [28], [29], [29], [30], [30], [30], [30], [30], [30], [30], [31], [31], [34], [34], [37], [37], [41], [41], [45])","([24], [24], [24], [24], [24], [24], [24], [24], [34], [29], [29], [35], [22], [28], [28], [26], [26], [28], [29], [36], [36], [39], [39], [41], [41], [41], [53], [53], [66], [66], [66], [66], [40], [40], [42], [46], [46], [48], [48], [64], [64], [56], [56], [46], [46], [41], [41], [64], [64], [64])",42.404,"(72.11074695313158, 107.1347956236925, 104.81642848393892, 118.00758909015997, 134.63852029998995, 186.81907076376467, 156.9562241341319, 241.73020223779235, 309.126447243266, 121.25724904697807, 105.7177726215225, 249.73097930609418, 72.52434932679824, 117.85460019059636, 137.92252126106393, 73.00707408635503, 97.47934279399988, 177.8564871820056, 184.29825098280457, 256.40910371191814, 251.99157275533548, 352.1859593851592, 336.3498012196013, 395.4373895598989, 446.74246819617076, 563.0429400322231, 539.2626259374514, 519.0613225437551, 27.8522162812327, 39.601404339483, 58.84151598034941, 45.79249529104209, 366.562581203816, 356.2315103838637, 409.9568776309226, 520.8486553399841, 517.2129593450645, 509.4228293846014, 507.5898300485783, 54.80209636015525, 564.817705896465, 541.8048955477194, 551.9094502536284, 499.6217961260627, 496.0168669583895, 573.7297599449375, 556.7517586577168, 20.935389296727294, 52.86010948666967, 54.84151433625982)","(297.75570576988736, 333.60494386204306, 360.8269981434823, 393.1035376564562, 394.1584966738412, 393.9714237291289, 312.6045181789449, 172.17018462168636, 153.42508436056113, 557.9313362578594, 4.836152331025687, 482.6496754831534, 569.8035521587994, 141.75257312357667, 154.92452418189782, 474.4868584560867, 508.1584308386771, 82.80072586775219, 13.719102241357518, 352.41044951467313, 381.1066569415371, 323.3679698249096, 368.7901752369884, 171.46522730119432, 426.11919201438104, 249.16791640516107, 139.96155562663967, 132.6866023175525, 235.4066804529483, 235.00367775592167, 253.0143744929494, 277.48567636453294, 454.1389096125491, 484.07737225614017, 573.246714262606, 14.291295709829114, 597.9321607778832, 572.6662245963958, 571.6283688774777, 2.124893413724749, 36.6427419268266, 478.9595842189101, 512.4674168794936, 50.048844088262626, 14.739734395193977, 312.09706835050736, 386.41527822141137, 57.870602430326585, 45.15620379869608, 587.6286191247744)"
"([3], [3], [3], [3], [3], [3], [3], [3], [3], [5], [5], [5], [16], [17], [17], [18], [18], [20], [21], [23], [23], [27], [27], [27], [27], [27], [27], [27], [27], [27], [27], [27], [28], [28], [29], [29], [29], [29], [29], [30], [30], [32], [32], [35], [35], [39], [39], [43])","([21], [21], [21], [21], [21], [21], [21], [21], [30], [26], [26], [31], [19], [25], [25], [23], [23], [25], [26], [32], [32], [33], [33], [36], [36], [36], [46], [46], [60], [60], [60], [60], [34], [34], [37], [41], [41], [58], [58], [49], [49], [41], [41], [36], [36], [58], [58], [58])",43.204,"(72.2744596489045, 106.89740748152047, 104.87465746187789, 118.05776370695907, 135.34073164185835, 186.64830460284145, 157.1311677408092, 241.80436163502918, 309.1674789491008, 121.2094458952634, 105.91404844875359, 250.13432880692056, 72.63363787541181, 117.95247457734908, 137.83945235494457, 72.84332796220275, 96.89453308750723, 177.74323800619288, 184.61464525133977, 256.72697540601865, 251.98303256363334, 351.35441505231745, 336.08764185177586, 395.15968610260956, 447.57468663486884, 563.2087829409493, 538.8474099941099, 519.5621773387014, 28.91355528951044, 39.52398137250373, 58.840038232145275, 45.73510837787876, 366.4642890275452, 355.93734259683356, 409.33056050162253, 520.9376911817646, 517.5364490195795, 54.656853159322054, 565.1690103690398, 542.5169214612395, 552.8435932379327, 499.6118712633412, 496.17964088878034, 573.7104409837724, 555.9933990519185, 21.314926432289667, 52.38930826494186, 54.836370715797784)","(297.84708052317353, 333.68766859557445, 360.8260003189194, 393.1584942998385, 395.1583712882583, 394.46279051231096, 312.3044164914436, 172.0057182533618, 153.4974846753729, 557.8369683051633, 4.28589583027906, 482.42209278683447, 569.6626648220683, 141.92627569976392, 154.9814261853088, 474.5532445531717, 509.11023810549534, 82.20701062293764, 14.091295741497447, 351.84137080863627, 381.158373228917, 323.8645754591196, 368.0863886977056, 171.71716542556516, 426.2851732496133, 249.2947366929145, 139.23036112803396, 132.49542379514727, 236.10995388051043, 235.15848566374018, 252.9445379858907, 277.4135040593835, 453.871667639016, 484.13068297466407, 573.1645493349768, 14.202518453324615, 598.4883149171387, 1.9586803188213935, 36.42971978064679, 478.79485075376124, 511.6726372903029, 49.82996193526105, 15.006453686298755, 311.9530809123055, 385.6128357298199, 57.796677506740025, 45.85748526527357, 587.7305166674671)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [4], [4], [4], [14], [15], [15], [17], [17], [18], [19], [21], [21], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [26], [26], [27], [27], [27], [27], [27], [28], [28], [30], [30], [33], [33], [37], [37], [41])","([16], [16], [16], [16], [16], [16], [16], [16], [21], [20], [20], [22], [14], [19], [19], [17], [17], [19], [20], [23], [23], [24], [24], [26], [26], [26], [38], [38], [47], [47], [47], [47], [25], [25], [29], [33], [33], [45], [45], [40], [40], [33], [33], [26], [26], [45], [45], [45])",44.004,"(72.8012440199102, 106.73809137054721, 104.76694747290128, 118.13135246020596, 135.2610960930256, 186.48104948033085, 157.31152434673118, 241.98482767358945, 309.48703571894, 120.93322121748668, 106.01868427186562, 250.59312995075987, 72.82318648531412, 118.04704564009762, 137.7493573023437, 71.88463588520943, 96.93948223637614, 177.75572759931663, 184.86994065648537, 256.7575187937556, 252.92827842657903, 350.5280190990534, 336.03225817224455, 395.1801138556232, 447.50934897039394, 563.7592445437151, 538.6900525181484, 520.4372796939833, 29.172825635516915, 38.416580090677144, 58.6700880278986, 45.63132045619818, 366.5324161074787, 355.3613313488132, 409.0822108562114, 520.989321773744, 517.9353110450174, 54.65484901487537, 565.188756289874, 542.5838270428346, 553.7199454260518, 496.24688069163085, 499.6385573007374, 573.6607565602503, 555.8412770058974, 21.325475760773998, 52.341256661289094, 54.79503476234299)","(298.04432785920545, 333.78358032728266, 360.45527577737835, 393.1584856637402, 395.1584856637402, 394.9952036034129, 312.0270660064271, 171.67786449310717, 153.35595975664515, 558.0913303751654, 3.8414865839544063, 482.15515300866105, 569.331108678556, 142.12523498383607, 155.0080813954538, 475.19978546738037, 509.1583712882583, 82.02302145268598, 14.328913579034634, 351.6880058531345, 382.10910714205346, 324.3737626797077, 368.1076922435551, 171.78646073146416, 426.35072519668165, 249.86232924561193, 138.87908547565127, 132.1394095904506, 236.31965310360079, 236.15848566374018, 252.94781169855173, 276.62470573146135, 453.84309060762234, 484.2086645874714, 573.0929401283008, 13.848495402589265, 599.1288078459079, 1.8555141812493048, 36.351627174778514, 478.72070588682027, 511.01089044065907, 15.211758018436626, 49.297000743836065, 311.7277676837242, 385.5494799958895, 57.85723725685125, 46.015180777409, 587.8338933014959)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [4], [4], [4], [14], [15], [15], [17], [17], [18], [19], [21], [21], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [26], [26], [27], [27], [27], [27], [27], [28], [28], [30], [30], [33], [33], [37], [37], [41])","([15], [15], [15], [15], [15], [15], [15], [15], [21], [20], [20], [22], [13], [19], [19], [18], [18], [19], [20], [23], [23], [24], [24], [27], [27], [27], [37], [37], [45], [45], [45], [45], [25], [25], [29], [32], [32], [43], [43], [40], [40], [32], [32], [27], [27], [43], [43], [43])",44.804,"(72.75820269273908, 106.73712230689299, 104.60614973288614, 117.85831004604125, 135.40986987424654, 186.48711313107628, 157.37156163067675, 241.94161044814575, 309.9680151265661, 120.54564242401307, 105.95096152503223, 251.01153685746738, 72.96185617925062, 117.99303242254416, 137.4798625620865, 71.84480695132754, 97.00042592668751, 177.78379420240844, 184.951071483801, 257.0414856040513, 252.90368585658962, 349.74345580085355, 335.74141803237706, 394.88257036170313, 448.28703915688254, 563.9641858204704, 538.2779051332541, 520.7027660587984, 30.72902883333336, 38.54495194784408, 58.03325579368163, 45.56418339918116, 366.60607394441274, 355.02735087468136, 408.3343822567208, 521.0643519079605, 518.3620536907088, 54.404228153180384, 566.1795209084901, 543.254645480079, 553.9816323213852, 496.2341888025527, 499.6234483886632, 573.7141830403186, 555.2492628281063, 21.78584641811983, 52.30006594192605, 54.63988238084153)","(298.1033708442518, 333.8590201979832, 359.8415143362598, 393.76723274858927, 395.50586065965615, 395.13985983206436, 312.0465237157982, 171.62888805023158, 153.13292307049855, 558.455702506757, 3.84151433625982, 481.88221484314977, 569.1464750479386, 142.16913034771247, 154.74919156436223, 475.164398728235, 509.1584856637402, 81.78634312749867, 14.338622714462645, 351.03697872586696, 382.1549340864975, 324.86085806141483, 367.4959437400748, 172.0948606119474, 426.57291048337186, 249.99266158565138, 138.10333157717477, 131.98062527480192, 237.1557087969332, 236.15848566374018, 253.09557650577227, 276.57979282818474, 453.8412407817898, 484.2853830957416, 572.9677334971304, 13.791161921857451, 599.7143642276495, 1.617645063882037, 35.74829284458542, 478.49150901377004, 510.8798812101203, 15.309523746891955, 48.83902934284515, 311.70057900750527, 385.06772520491364, 57.78469861136091, 46.15840560844504, 587.9728705408701)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [4], [4], [4], [14], [15], [15], [16], [16], [18], [19], [21], [21], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [25], [26], [26], [27], [27], [27], [27], [27], [30], [30], [31], [31], [34], [34], [38], [38], [42])","([15], [15], [15], [15], [15], [15], [15], [15], [24], [19], [19], [25], [13], [18], [18], [17], [17], [18], [19], [26], [26], [27], [27], [29], [29], [29], [38], [38], [46], [46], [46], [46], [28], [28], [30], [40], [40], [44], [44], [33], [33], [41], [41], [29], [29], [44], [44], [44])",45.604,"(72.7614771229039, 106.33477464307822, 104.67494744621763, 117.74994892874858, 135.70283363817208, 186.26779597537313, 157.6972780015891, 242.08587186169893, 310.1551267861432, 120.2008954683821, 105.89259664044937, 251.3759041557098, 73.11992099622626, 118.21719045551222, 137.39099838469056, 70.96794888747183, 96.50772342262769, 177.82389750809995, 185.33093179863386, 257.1492326298254, 253.70422696474225, 348.9499264435045, 335.66618467990475, 394.5854432112866, 448.2175130129957, 563.9762694326292, 538.1968957845437, 521.1306332519231, 30.996994389820088, 37.205913984396375, 57.84151433625982, 45.444612194681326, 366.66579537566804, 354.5411607451225, 408.236623582339, 521.1229148503825, 520.7356409249687, 54.38045929559087, 566.3244298143856, 496.1723086775828, 499.55670446154613, 543.2801268478493, 554.4787358810163, 573.5298001726206, 554.853871459505, 22.172223637478965, 51.83515961617513, 54.33335462619675)","(298.1704221244792, 334.03426389665054, 359.841159519862, 394.15839988797006, 396.1572410052793, 395.8987310057631, 311.6176982373272, 171.29041639897957, 153.14581019049552, 558.6947327486043, 3.8414488672510743, 481.6310957448288, 568.9457906523694, 142.6055052728372, 154.82495909961165, 475.71236075179024, 510.1297497676384, 81.58238859375453, 14.665373234846129, 350.5927790195294, 382.97938268407216, 325.37024705181483, 367.4737663699084, 172.45638277250697, 426.64253593719104, 249.92420013566306, 137.85507277982308, 131.73929322745957, 237.35079657916577, 237.15846211222896, 253.06821652262232, 276.1326468358526, 453.82961761096465, 484.3918038911381, 572.903567303581, 13.21443418201045, 3.0419150827787007, 1.4908060547548985, 35.58130377756288, 15.32032894680674, 48.25781039627327, 478.4201338778623, 510.6217833869209, 311.1461144787725, 384.8276396774504, 57.771014790060576, 46.96618653117025, 588.1794560794531)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [4], [4], [4], [13], [14], [14], [15], [15], [17], [18], [20], [20], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [24], [25], [25], [26], [26], [26], [26], [26], [29], [29], [30], [30], [36], [36], [40])","([17], [17], [17], [17], [17], [17], [17], [17], [25], [22], [22], [26], [15], [21], [21], [19], [19], [21], [22], [27], [27], [28], [28], [30], [30], [30], [30], [30], [39], [39], [49], [49], [49], [49], [29], [29], [31], [41], [41], [47], [47], [34], [34], [44], [44], [47], [47], [47])",46.404,"(72.72711538829617, 106.39389291297414, 104.72611240167248, 117.82649978124942, 135.62084253014336, 186.2940352752869, 157.78606281216213, 242.20783990084277, 310.1586157676072, 120.13626449040444, 105.94290367658726, 251.49941231344405, 73.36496698873037, 118.14853281444496, 137.30144341432464, 70.84235024928762, 96.56734850078698, 177.8636322343998, 185.73305391391233, 257.22268099524956, 253.7678706991585, 347.8482076475848, 335.3023083160253, 394.426814436029, 448.92957974060835, 554.8256011751314, 573.4992193491985, 564.2683175389386, 537.7822044523272, 521.9672437372495, 34.16056383449086, 37.052084407317125, 57.84151366730555, 45.326533740212085, 366.7223453331952, 354.1136971664384, 407.4128625251012, 521.2229381349043, 521.6713859161665, 54.175424319331796, 566.719011939855, 496.31342455097865, 499.43917723723337, 543.9360787633659, 554.9331640988889, 22.2200846148005, 51.81385679130176, 54.36374670396992)","(298.2181678654722, 334.1038006875158, 359.775966114582, 394.1584856637402, 396.1584856637402, 396.030412130928, 311.5988085846597, 170.9315223495298, 153.24748933068443, 558.6095137280982, 3.2863851467180893, 481.48517706657765, 568.6192016290004, 142.64821275057392, 154.9011926819917, 475.73457481693197, 510.1584207729819, 81.23282688791903, 14.97205095928905, 350.21470467497386, 383.11701080296245, 326.120192882319, 366.8513909561476, 172.70111596413523, 426.9304692095784, 384.8986257916678, 310.84327095314904, 250.112664183966, 137.02600680503184, 131.25723304899546, 238.06454635957516, 237.34060035984447, 252.99872748550604, 275.8182387229282, 453.82861037302996, 484.5067961981016, 572.7389342276766, 12.50697781000963, 6.156054557379207, 1.2347692448031466, 35.23602412899618, 15.668218592031621, 47.69246235083915, 478.11625176331177, 510.40354381288955, 57.828886159350986, 47.11387977891354, 588.2796949047911)"
"([2], [2], [2], [2], [2], [2], [2], [2], [2], [5], [5], [5], [5], [10], [10], [12], [13], [14], [15], [15], [19], [19], [19], [19], [19], [19], [19], [19], [19], [20], [20], [21], [21], [21], [21], [21], [21], [24], [24], [25], [25], [30], [30], [31], [31], [34])","([19], [19], [19], [19], [19], [19], [19], [19], [24], [14], [21], [21], [25], [20], [20], [17], [20], [21], [26], [26], [27], [27], [29], [29], [29], [29], [29], [38], [38], [28], [28], [30], [40], [40], [44], [44], [44], [33], [33], [41], [41], [46], [46], [44], [44], [47])",47.204,"(73.28830806524303, 106.3524441940906, 104.75442945970809, 117.80476226072702, 135.5527062657478, 186.17229226775623, 158.11263227706047, 242.17554298130415, 310.1647465631708, 73.50908168824952, 119.7591646925832, 105.91274450771883, 251.79769268419926, 118.0948415738431, 137.2084391117505, 96.62728277163023, 177.91823054807213, 185.75056470205277, 257.18137626874875, 254.45282638215838, 346.9608824631216, 335.23085687191275, 394.17853882013947, 448.8570518899744, 554.1484432209462, 573.5666790253166, 564.8468791299067, 537.7047287821852, 522.3640404370649, 366.44286722732323, 353.7659004721829, 407.4484667996219, 521.471781685217, 521.589827848001, 54.20912955645531, 54.40295360111895, 567.5115254050856, 496.488725969554, 499.25533607416264, 543.9156479486843, 555.1954049697499, 57.262565275621796, 45.128924169095626, 22.40949871190992, 51.84866309648419, 69.87995603953709)","(298.5717847834705, 334.2026378891266, 359.55530048840103, 394.4249975488013, 396.1584856637402, 396.6687085045335, 311.2506967387322, 170.83850354932326, 153.33468318312532, 568.4925043401137, 558.8133212530634, 3.0607961423767165, 481.23125944637513, 142.70608973067078, 154.9805389158856, 510.1584856637402, 81.22728307617251, 14.89864273321291, 350.1962873144182, 383.85327431466357, 326.7382518695576, 366.85851567402887, 173.05053588324301, 427.00299706021235, 384.5197916637018, 310.8312779050921, 250.49417182649188, 136.77531457292315, 130.98724063793568, 452.84373430187384, 484.62022358458705, 572.6914833294334, 11.065867070986997, 10.462747590439335, 1.1336153006920995, 588.3790754528759, 34.4784798056711, 16.16777266273948, 47.016769874950114, 478.0555985164507, 510.32662553177374, 253.0080781728442, 275.2557599234519, 57.8725779529542, 47.15854759555293, 476.29559113798905)"
