s1,s2,t,x,y
"([3], [3], [3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [7], [8], [8], [8], [8], [8], [8], [9], [9], [9], [11], [13])","([2], [7], [7], [7], [7], [7], [13], [13], [13], [13], [17], [17], [17], [13], [13], [13], [13], [13], [13], [16], [19], [23], [20], [21])",922.404,"(71.46726019240981, 98.03978385144944, 168.339780455217, 109.16143681188595, 118.88856265582763, 278.15452130127744, 369.70105124240683, 338.58486721823687, 293.55289710561897, 329.56815824113113, 455.4620738915538, 510.1971270686565, 390.966301317155, 318.12786234177776, 316.77193463635956, 316.7003041662656, 306.748375829666, 276.8016954949858, 333.8404848820547, 366.8417128815799, 477.88015406328964, 61.13576943238627, 527.0476924890577, 535.6009977715762)","(418.70997578611923, 257.76763248912414, 268.87141390398864, 327.516041229087, 385.88227303527793, 221.68696700377262, 405.3428509742937, 322.6585789093504, 369.145440346893, 449.9981902544398, 34.291291259076274, 485.7892441102897, 570.2660787151989, 269.42666878880686, 269.00435381765703, 268.9823738222389, 265.88207468357285, 270.34091175195294, 304.5077688740556, 137.85910524748186, 388.2915372012272, 327.9664604167847, 150.86325355535706, 20.650601785348726)"
"([3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [6], [6], [6], [6], [7], [7], [8], [9], [9], [9], [11], [13])","([2], [7], [7], [7], [12], [12], [12], [12], [12], [12], [12], [12], [17], [17], [7], [7], [17], [16], [19], [23], [20], [21])",923.204,"(72.05657073365055, 109.17887612401881, 118.17882081400677, 278.1929237595044, 369.7047085547932, 321.30871550704563, 303.2553533469509, 277.066390895388, 333.3668237837584, 338.52085612639354, 293.51240331786613, 328.70199294759897, 456.1584856637402, 510.1339146647874, 167.66761639481467, 98.44427405983299, 391.0320395151886, 366.14782203711513, 477.8446979185735, 61.06359992222485, 527.1116074242337, 534.9260128999686)","(418.35537182544454, 327.59108025234804, 386.5908379983576, 221.66683740803796, 405.04421019071214, 270.34982568754543, 264.8444610021536, 269.8158713734362, 304.602072976946, 322.71299938169085, 369.0052398240892, 450.5469326861253, 34.54400706422575, 485.5961871884906, 268.5931100006648, 258.29322846973, 570.2672244587735, 137.41526939040583, 388.19306488303135, 328.1633827487064, 150.97107960736597, 20.38793234224829)"
"([3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [6], [6], [6], [6], [7], [7], [8], [9], [9], [9], [11], [13])","([2], [9], [9], [9], [15], [15], [15], [15], [15], [15], [15], [15], [19], [19], [9], [9], [19], [18], [21], [27], [23], [24])",924.004,"(72.11166685716202, 108.97076615287182, 117.88612803957403, 278.31540285663857, 369.81562447638737, 323.94256750586237, 300.2171476479458, 277.4286954333092, 333.08505980758025, 338.28688839897177, 293.0184062342245, 328.3508413808222, 456.1656607121855, 510.0565068804974, 167.5838844380972, 98.60258355957455, 391.1794158060556, 365.84146118388463, 477.84503361826603, 60.98505560098761, 527.1861955784889, 534.4531609273298)","(418.20988731076693, 327.67876207547937, 386.8290239045085, 222.52648956721816, 404.99802365570594, 271.0833956550359, 264.02604499564126, 269.16875945096814, 304.70834714642433, 322.634047420748, 368.27444278807405, 450.8071582129734, 34.61197080315981, 485.2336957150037, 268.51607558433267, 258.37579939274997, 569.9954372620275, 137.25581713405364, 388.10480498869885, 328.71705431971344, 151.04624774841292, 20.19394767765891)"
"([3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [6], [6], [6], [6], [7], [7], [8], [9], [9], [9], [10], [12])","([2], [9], [9], [9], [13], [13], [13], [13], [13], [13], [13], [13], [17], [17], [9], [9], [17], [16], [19], [24], [20], [21])",924.804,"(72.67194725095246, 108.74242140004066, 117.18639128750834, 278.4587544910974, 369.91683200190715, 326.6995683906856, 298.3011791520117, 277.63975316959267, 332.76035100251806, 337.84609928671244, 292.83152246452767, 328.14377396643874, 456.4337755724662, 509.95594906889653, 167.03408787203608, 99.01473163828541, 391.2350687140931, 365.24410741499946, 477.656462150047, 60.893361612436365, 527.1650005098514, 533.882272163754)","(417.8867098500375, 327.7851515453456, 387.62326725588366, 223.38289077979306, 404.9275351432616, 271.8440152117508, 263.55848870890304, 268.7142735640217, 304.82197194728144, 322.43652265239507, 367.9386411649326, 450.9834493052165, 34.782214770007045, 484.86678996453236, 268.2505661356616, 258.7970148335503, 570.0157960165238, 136.90934221145937, 387.98416474239525, 329.04883813844435, 151.2641457167683, 19.95836962959936)"
"([3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [6], [6], [6], [6], [7], [7], [8], [9], [9], [10], [12], [13])","([2], [9], [9], [9], [13], [13], [13], [13], [13], [13], [13], [13], [17], [17], [9], [9], [17], [16], [19], [20], [21], [24])",925.604,"(72.81579727630626, 108.26633353454753, 116.99815612695318, 278.5907212232049, 370.00074648546956, 328.06178763487657, 296.510320184805, 277.9783631364757, 332.2967395311876, 337.70434379790754, 292.8331860804008, 327.49789551342076, 456.75338139804376, 509.75643979840584, 166.69147691842176, 99.19339519810936, 391.4702143250769, 364.8819764139905, 477.33440967178194, 527.0511362329647, 533.3014507742679, 60.81867304562377)","(417.7098066575985, 327.9671661375144, 387.7438063883527, 223.98950020898639, 404.6838690941049, 272.2046208090122, 263.1508219838131, 268.0461728692287, 304.8111449193652, 322.4323612163367, 367.8536670843697, 451.42433628971867, 34.980396714490894, 484.23629324733395, 268.0492659792693, 258.89015595449587, 569.7066260298301, 136.74832059385218, 387.81979205067915, 151.71390428118337, 19.707788333997314, 329.61708066613505)"
"([3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [6], [6], [6], [6], [7], [7], [8], [9], [9], [10], [12], [13])","([4], [9], [9], [9], [13], [13], [13], [13], [13], [13], [13], [13], [16], [16], [9], [9], [16], [15], [17], [19], [20], [23])",926.404,"(73.3727425306175, 108.28914695926306, 116.44606021560577, 278.667254776332, 370.10743411059565, 329.9413717614302, 295.46590560789997, 278.0061886556076, 332.02880709109036, 337.669190238234, 292.28059954532483, 326.82072367962513, 457.04617891279077, 509.6753323638882, 166.1823994953209, 99.59700328271236, 391.51685773213023, 364.4906704048082, 477.3656970464449, 527.1672099169822, 532.8076455612592, 60.711308056687926)","(417.39524612583716, 328.04495565770566, 388.43098256302613, 224.18786019450397, 404.2400937779153, 272.70157621766737, 262.9096749313058, 267.8265390018427, 304.8381291017919, 322.4669659503149, 367.0216891252733, 451.9069046384021, 35.1650351938041, 484.098398530845, 267.76197913407213, 259.2305197370563, 569.7463952157003, 136.5862835951779, 387.7392706642383, 151.75568275980183, 19.483934658597832, 329.88113083226006)"
"([3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [6], [6], [6], [6], [7], [7], [8], [9], [9], [10], [12], [13])","([4], [11], [11], [11], [13], [13], [13], [13], [13], [13], [13], [13], [17], [18], [11], [11], [17], [16], [17], [21], [22], [27])",927.204,"(73.61994071299301, 108.22897718423818, 116.03300107523984, 278.86058795567095, 370.23295088747045, 331.75585575820025, 293.5406125979844, 278.32360537041546, 331.88783377668267, 336.97453199125914, 292.2492472157636, 326.5611138172324, 509.43526771862344, 457.630410069134, 165.68038428103227, 99.91112274478195, 391.5910830326734, 363.99284716851764, 477.1383601504933, 527.259498317571, 532.2364825370316, 60.61688168414571)","(417.1651278050068, 328.13890628096755, 388.891022226031, 224.99739510317255, 404.2112890016972, 273.17529850807773, 262.54768403887965, 267.1921385694605, 304.9737911137366, 322.1654164857243, 366.88193041982885, 452.1283551445555, 483.55067267636616, 35.5555928851071, 267.4575528442066, 259.41566296703104, 569.7296504863353, 136.38500608343392, 387.5676933373205, 151.8216832924963, 19.220914050448982, 329.93655875621994)"
"([3], [3], [3], [3], [6], [6], [6], [6], [6], [6], [6], [6], [6], [6], [7], [7], [8], [9], [9], [10], [12], [13])","([3], [8], [8], [8], [9], [9], [9], [9], [9], [9], [9], [9], [12], [13], [8], [8], [12], [11], [12], [17], [18], [21])",928.004,"(73.99866526204076, 108.03147546881738, 115.5818447168885, 279.05473807381054, 370.35091673734166, 332.85940306196795, 292.02419126024233, 278.4902065980754, 331.74195882466927, 336.2307114777162, 291.7363297522152, 325.91729192751995, 509.0855805342451, 458.4529979601997, 165.2616818957838, 100.20877366240006, 391.72010346477134, 363.72576394820027, 477.1127851613903, 527.3563336651184, 531.8018511676294, 60.51712262622118)","(416.87299781158595, 328.28380298099717, 389.51239131353003, 225.72128787728354, 404.1860427080588, 273.44669037764305, 262.2677948368005, 266.7407726986093, 305.1050943589834, 321.8626565080186, 366.1028327054056, 452.60916503133683, 482.8002561029889, 36.14897510329354, 267.17793076192993, 259.56139185552615, 569.6344309122404, 136.3282935888739, 387.463469162119, 151.8528915289734, 19.008875030152126, 330.43588921189973)"
"([4], [4], [4], [4], [7], [7], [7], [7], [7], [7], [7], [7], [7], [7], [8], [8], [9], [10], [10], [11], [13], [14])","([3], [8], [8], [8], [8], [8], [9], [9], [9], [9], [9], [9], [12], [13], [8], [8], [12], [11], [12], [14], [15], [18])",928.804,"(74.38320449383744, 107.7413658349218, 115.25046508754525, 279.1074616674859, 291.4381064789078, 278.7590472970888, 370.49167162575674, 333.95475579543023, 331.61420014471463, 334.84040024059436, 291.7208610717412, 325.64019209928466, 508.89411322164233, 459.1680884702008, 164.91830797132883, 100.38722238251992, 392.09513534010273, 363.3564123452009, 477.13751998722284, 527.4128355361777, 530.721544132373, 60.38590487675003)","(416.63244202867577, 328.5021048098047, 389.89898044288356, 225.75234342040102, 262.116739840662, 266.0949485005536, 404.00663025744944, 273.7033484474759, 305.2364150116475, 321.217977902326, 365.9658938569988, 452.85690460224, 482.4760768480236, 36.674769912452575, 266.933305770425, 259.57737505671446, 569.2339706909894, 136.23913853048046, 387.38599678508876, 152.06575887994006, 18.566154772882214, 330.8622316344838)"
"([4], [4], [4], [4], [7], [7], [7], [7], [7], [7], [7], [7], [7], [7], [8], [8], [9], [10], [10], [11], [13], [14])","([3], [8], [8], [8], [8], [8], [10], [10], [10], [10], [10], [10], [15], [16], [8], [8], [15], [14], [15], [17], [18], [21])",929.604,"(74.45616815845764, 107.78605482790869, 114.99254320080223, 279.3312481055154, 290.4630828744551, 278.74765472937895, 370.65910766731224, 335.09825888937223, 331.5130413702042, 332.20005975400466, 291.42576459501015, 325.41944720725587, 508.4646437966179, 459.89293049159596, 163.99931680545905, 100.81373447078914, 392.13258444585847, 363.08018342940653, 476.9811844279956, 527.5098614705223, 530.2390858523486, 60.26378114129466)","(416.4544767516487, 328.5633765726612, 390.1752491899746, 226.51064621729768, 261.9106681761979, 265.84433523522983, 403.8415143362598, 273.96258129539933, 305.3508398222581, 318.3647805073649, 365.48956494003727, 453.06823450969534, 481.68170092720845, 37.15212433613033, 266.3210005452378, 259.764804335445, 569.2710127159982, 136.1967178551219, 387.207769047092, 152.10906340648967, 18.341077157880704, 331.2836648768684)"
"([4], [4], [4], [4], [7], [7], [7], [7], [7], [7], [7], [7], [7], [7], [9], [9], [10], [11], [11], [12], [14], [15])","([3], [7], [7], [7], [7], [7], [11], [11], [11], [11], [11], [11], [15], [15], [7], [7], [13], [12], [15], [16], [17], [20])",930.404,"(74.94443531224016, 107.64958681725085, 114.65698296192369, 279.5635774868548, 289.31537270105434, 278.893043405514, 370.77473308640424, 335.97485677289393, 331.49122647370245, 331.5458551902264, 291.0682502077948, 324.77173042244567, 461.00097142171626, 508.20605955469887, 163.75973292912852, 100.99898560477334, 392.2837888517173, 362.75420446831026, 476.83915322732355, 527.604525717687, 529.9699678621331, 60.11841449320343)","(416.0915278865309, 328.73082404398417, 390.64196918265725, 227.19350125313332, 261.682090374464, 265.30565983377966, 403.8415143362598, 274.1540650343464, 305.5425059433415, 316.54762441216917, 364.8910628612503, 453.5888744305871, 37.72544857703929, 481.2829414330363, 266.1098517970243, 259.75589800432374, 569.1687115723396, 136.16612564431122, 387.00200535067546, 152.1485244779882, 18.188608061661057, 331.71347565151063)"
"([4], [4], [4], [4], [8], [8], [8], [8], [8], [8], [8], [8], [8], [8], [9], [9], [10], [11], [11], [12], [14], [15])","([3], [9], [9], [9], [9], [9], [12], [12], [12], [12], [12], [12], [19], [19], [9], [9], [17], [15], [19], [20], [21], [26])",931.204,"(75.020611300752, 107.33976554354774, 114.14877694355312, 279.6285443491694, 288.6253483973689, 278.8099309845704, 370.88447084137414, 337.1866641145038, 331.63399365962795, 331.19969546516126, 291.1151824080327, 324.5094392439074, 461.23112943948547, 508.02787034412313, 163.25721627008932, 101.2589728879367, 392.6163834044173, 362.3085093961759, 476.88356894582284, 527.703887029696, 529.311291482676, 59.993874170571644)","(415.8885834867932, 329.03904395410086, 391.3956646227172, 227.23121681837307, 261.489450239937, 265.07873671851706, 403.83900890835605, 274.4210382973965, 306.06941921445195, 314.42547721649044, 364.8450024453407, 453.8446574982431, 37.90490221936079, 481.0482426271367, 265.7202797323379, 259.7829818752943, 568.9099396634749, 136.12790038081852, 386.9410585870865, 152.28133433999918, 17.905682269402064, 331.73430198290475)"
"([4], [4], [4], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [12], [14], [15])","([3], [7], [7], [7], [7], [7], [7], [7], [9], [9], [9], [9], [9], [9], [12], [14], [14], [11], [14], [15], [16], [19])",932.004,"(75.36516665814412, 107.31472398805698, 113.9387191002883, 279.9054570681744, 162.8358847168181, 101.42618179537024, 287.9914286390547, 278.8009786262072, 370.9952389606275, 337.89822816839285, 331.5962678076495, 331.28533042216, 290.53991179851135, 324.12051433688595, 392.96586896098245, 461.4777898123491, 507.73052025206414, 362.2092076846405, 476.5970103069417, 527.7820973823383, 528.6473811255024, 59.845176817071206)","(415.61706246269375, 329.16130144715737, 391.59692305200315, 227.92072303789257, 265.37248710032225, 259.7437756271764, 261.267102708401, 264.6971156686706, 403.82302306273107, 274.55117413459254, 306.2669169372795, 312.05695913838224, 364.00337435118786, 454.2012789502164, 568.6966353446984, 38.113861891530064, 480.64838379406297, 136.16752197560777, 386.55157978374416, 152.1714722855203, 17.630279775989038, 332.01434845195894)"
"([4], [4], [4], [4], [4], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [12], [14], [15])","([3], [7], [7], [7], [7], [7], [7], [7], [7], [7], [12], [12], [13], [13], [13], [13], [15], [17], [17], [14], [17], [20], [21], [24])",932.804,"(75.81016308752598, 107.36180837335269, 113.46753939275871, 164.55662871169164, 169.979553694625, 280.14294387504856, 162.58821683625143, 101.7873201389809, 287.6210875467145, 278.7083170172642, 290.5195284143143, 323.4344347756006, 371.1746668760976, 338.9723176466965, 331.5755866115885, 331.6115733075517, 393.16684529004704, 461.82739215542597, 507.2604723566453, 361.9685406710267, 476.6485177116747, 527.8632084579632, 528.0754059928474, 59.68761912277887)","(415.2358989912136, 329.2216646762795, 392.3225567544988, 396.29209955863206, 384.70321802083754, 228.4420939145479, 265.13740103057836, 259.7731097803107, 261.06176854418027, 264.37748120458934, 363.8689623986984, 454.79992945868923, 403.6800818443658, 274.7506135460614, 306.4263587122665, 309.7994931547745, 568.6121715463454, 38.414174640955935, 480.0186115429675, 136.1848324280114, 386.49139120458534, 152.17317276341527, 17.378952818255016, 332.54691534467645)"
"([4], [4], [4], [4], [4], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [12], [14], [16])","([3], [7], [7], [7], [7], [7], [7], [7], [7], [7], [12], [12], [17], [20], [20], [20], [20], [25], [25], [15], [25], [26], [27], [29])",933.604,"(75.56298200428247, 107.41037127540415, 113.20620802455852, 161.8950075307484, 171.1470414609899, 280.25915524631523, 162.16975082358698, 101.98001118253447, 287.1110715140355, 278.5266580512219, 289.9515661117544, 323.2991484764242, 393.5072524376126, 371.44682087301237, 339.63495277427285, 331.6710195426492, 331.69591526406293, 462.10159605512786, 506.9652217165211, 361.39734387969963, 476.69807027776324, 527.9359829276628, 527.8963897781645, 59.50430039945411)","(415.11371357372013, 329.27044142283995, 392.59937500183474, 400.63864738208224, 382.1537150655196, 228.59457621428908, 264.77283476269906, 259.7220488184485, 260.8021129739434, 264.1435406939381, 363.052763429819, 454.98030394061846, 568.4440311187341, 403.4300835477682, 274.8481059139952, 307.2423728541762, 308.39423368661534, 38.69642173705074, 479.7213172415155, 136.22300847508444, 386.4418378997689, 152.15897038316328, 17.26214392729878, 332.8808151076695)"
"([4], [4], [4], [4], [4], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [12], [14], [16])","([3], [10], [10], [10], [10], [10], [10], [10], [10], [10], [15], [15], [19], [20], [20], [24], [24], [18], [24], [25], [27], [31])",934.404,"(75.8182276339599, 107.08229710096504, 112.86921440107528, 159.4749077403573, 172.14788324142717, 280.5511194670499, 161.46895341621666, 102.19915587298104, 286.6216527914646, 278.28120620609934, 289.9357969505539, 322.69491990222053, 393.9748032089959, 371.5304888529872, 340.6820801128509, 462.2505883997178, 506.8313275312453, 361.2636207161818, 476.6963990109057, 528.0058283106583, 527.225221402133, 59.33385683024551)","(414.76259440508, 329.7260702596729, 392.9906558544493, 403.89873799386874, 380.1365270480072, 229.15791062334142, 264.1905259122918, 259.6664623318876, 260.4918253291084, 263.9873864688434, 362.91080376815137, 455.54272158527624, 568.2098453768617, 403.46313059682825, 275.009022152541, 38.90741262965685, 479.64473504722935, 136.27792459321228, 386.3356610173499, 152.15911123380445, 16.979852694326723, 333.1126016221219)"
"([4], [4], [4], [4], [4], [4], [10], [10], [11], [11], [11], [11], [11], [11], [11], [11], [11], [12], [12], [13], [15], [17])","([3], [7], [7], [7], [7], [7], [7], [7], [7], [7], [13], [13], [16], [17], [17], [20], [20], [15], [20], [22], [23], [25])",935.204,"(76.06612931954831, 107.16086222053366, 112.58484383216745, 156.93220914318732, 173.1400298537003, 280.63715244123966, 161.33001315320598, 102.49968612378248, 286.83941033379836, 278.0193706737103, 289.5905436410612, 322.4464302753856, 394.19934422169024, 371.63454939075154, 341.1571566933144, 462.4251905013517, 506.720571650259, 361.0345691308985, 476.59070357958285, 528.2377227870472, 526.5436687237076, 59.17997209138048)","(414.362094818116, 329.7567616478928, 393.3159974472526, 406.75989820851504, 378.29692769409303, 229.21011313430324, 264.01726575871413, 259.60718006511536, 260.3590633850703, 263.67679766139685, 362.4235333555454, 455.82981051085585, 568.1332504040465, 403.45876209309046, 275.05290993855203, 39.167148266526965, 479.59276899879, 136.33404792309238, 386.07521502985156, 152.64386339284175, 16.712064186292082, 333.23630407049194)"
"([7], [7], [7], [7], [7], [7], [11], [11], [12], [12], [12], [12], [12], [12], [12], [12], [12], [12], [13], [14], [16], [18])","([3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [14], [14], [15], [16], [17], [17], [19], [19], [21], [19], [22], [26])",936.004,"(75.84559747654566, 107.10438860554092, 112.45857306458714, 154.38756795985657, 173.34185883152372, 280.99905673499006, 160.6836251139597, 102.54039910558012, 286.65878676268335, 277.74564173738463, 289.22752036042044, 322.30695677539563, 360.59622104443326, 394.760109439811, 371.95243910360824, 342.2418826821493, 476.48538172597523, 505.85517022501494, 528.3084555674866, 462.44085566703006, 526.5104198206029, 58.945262370093815)","(414.21218806000525, 329.9428448783926, 393.32363012474735, 409.15070596825086, 378.0448305018681, 229.80407801183355, 263.46410622586893, 259.5056930417998, 260.0496213429619, 263.70939628953386, 361.8832629187916, 456.023219943292, 136.45388955138284, 567.907823085489, 403.2210577894093, 275.19424453762724, 385.7441667873256, 478.8006641786425, 152.6166821915639, 39.27350016705111, 16.637903812315244, 333.64621082112546)"
"([7], [7], [7], [7], [7], [7], [11], [11], [12], [12], [12], [12], [12], [12], [12], [12], [12], [12], [13], [14], [16], [18])","([3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [9], [9], [10], [11], [12], [12], [15], [15], [17], [15], [18], [20])",936.804,"(75.92032683527864, 107.04669257834325, 112.13975429544257, 150.9316724405282, 174.15848566374018, 281.05916227061584, 160.4062741299403, 102.99999870818033, 286.5205575116772, 277.403573656134, 289.0910073782435, 321.7620717131275, 360.4917759375581, 395.4740537497506, 372.098581110063, 342.74192473161656, 476.48138428299, 505.84107336627915, 528.4879853808487, 462.63095575040256, 525.8135981907865, 58.79055943234596)","(413.825055730146, 330.15479911240345, 393.6208475510666, 411.7502069933675, 376.71837683107196, 229.79812686374436, 263.1795250335752, 259.41299617666596, 259.7132532557217, 263.51536009514064, 361.6175975400045, 456.58411322611346, 136.52214947886316, 567.6740072376222, 403.17910713867604, 275.2243593834594, 385.5767410359557, 478.8676319353518, 152.84982234695605, 39.579287163965546, 16.3448932735389, 333.7165800658209)"
"([7], [7], [7], [7], [7], [7], [11], [11], [12], [12], [12], [12], [12], [12], [12], [12], [12], [12], [13], [14], [16], [18])","([4], [4], [4], [4], [4], [4], [4], [4], [4], [4], [14], [14], [15], [16], [17], [17], [20], [20], [22], [20], [23], [25])",937.604,"(75.72414457721806, 107.08451778255576, 111.81154350944075, 147.00650842963515, 175.15848566374018, 281.422191760775, 160.0613562042755, 103.15726815345315, 286.62075708168305, 276.94624682793324, 288.6152556168129, 321.4174224685965, 359.8618278806685, 395.826139681604, 372.2885578159624, 343.27821751749934, 476.4770906896058, 505.8252437574604, 528.6324441676591, 463.01310122322855, 525.4962894394547, 58.578326711145564)","(413.70197162861587, 330.2230968441447, 393.90444605939757, 413.9571916940446, 375.15148608516074, 230.31404287748376, 262.8379654255689, 259.29002874743196, 259.4920951166702, 263.2873352225197, 360.99293969396945, 456.987077047212, 136.7218793069124, 567.5945111494085, 403.10043823571124, 275.2547133986681, 385.404705029875, 478.91880730759965, 152.9868428856458, 40.15900297288772, 16.17485861613443, 333.9194984036118)"
"([2], [2], [2], [2], [2], [2], [10], [10], [12], [12], [12], [12], [12], [12], [12], [12], [12], [12], [13], [14], [16], [18])","([4], [4], [4], [4], [4], [4], [4], [4], [4], [4], [11], [11], [13], [14], [15], [15], [18], [18], [20], [18], [21], [23])",938.404,"(75.77647374826131, 106.93119373439302, 111.41525591859136, 144.07530958257163, 175.95188333563988, 281.5624187594561, 159.66644117231897, 103.15848566374018, 286.720068893357, 276.68864266418643, 288.6007848269535, 321.1072944220167, 359.8921429873932, 396.4572463686369, 372.7698816109039, 344.32778994862315, 476.43212202913503, 505.4404227058358, 528.7195059617791, 462.95634493210025, 525.1968330631641, 58.356460111133515)","(413.19002066411815, 330.6962909942893, 394.25055985128796, 415.15808484554384, 374.03035267393466, 230.42117502573245, 262.4743568082373, 259.18128080272993, 259.2751022161759, 263.39557745684687, 360.8649428694834, 457.3601226239558, 136.76037511589828, 567.4541124600224, 402.84118759225595, 275.33644097843205, 385.11839904765355, 478.70843575585354, 153.0123138696886, 40.17616981518529, 16.000274028740137, 334.13781807362494)"
"([2], [2], [2], [2], [2], [2], [10], [10], [12], [12], [12], [12], [12], [12], [12], [12], [12], [12], [13], [14], [16], [18])","([4], [4], [4], [4], [4], [4], [4], [4], [4], [4], [12], [12], [13], [14], [15], [15], [17], [17], [19], [17], [20], [22])",939.204,"(75.5198084477384, 106.98375615623303, 111.09304644643714, 140.57091776110676, 176.15848566374018, 281.9498734821266, 159.19617273931073, 103.15848566374018, 286.8073533229244, 276.43857118422216, 287.9117432777493, 320.66571934897, 359.57985435731376, 397.46210676153635, 372.8258150768397, 344.81955868760355, 476.43488904791104, 504.8415143362598, 528.9153618865435, 463.0188358153298, 524.5371540945646, 58.154852869076194)","(413.10716900504826, 330.73957690253536, 394.4260406995707, 416.1568687404622, 373.8472764347405, 230.86631578515903, 262.02910276796246, 259.08324950738603, 259.00174963248395, 263.4952658920102, 360.06109887191633, 457.8807861665068, 136.92692910929205, 567.2607197746898, 402.8769589529573, 275.3394029422303, 384.9223785192804, 478.3928468599307, 153.1821459817445, 40.368895569629444, 15.717740545412653, 334.2537297808564)"
"([2], [2], [2], [2], [2], [2], [10], [10], [12], [12], [12], [12], [12], [12], [12], [12], [12], [12], [13], [14], [16], [18])","([4], [4], [4], [4], [4], [4], [4], [4], [4], [4], [11], [11], [12], [13], [14], [14], [16], [16], [18], [16], [19], [21])",940.004,"(75.48564530461792, 106.97007903452436, 111.03426036207117, 137.14056616026608, 177.1584866362258, 282.1274707040476, 158.59627876500355, 103.17598785118668, 286.98132548458744, 275.8968789070281, 287.8991815392638, 320.61062837271766, 359.04838513609684, 397.68212183726183, 373.29741501302743, 345.3295631748174, 476.4560731794428, 504.7183378236863, 529.2831059029115, 463.4028758640128, 524.5126438796625, 57.805764688332374)","(412.56558652685055, 330.95789950490746, 394.29354148984663, 416.7663574681486, 372.48137569668324, 230.99769474671388, 261.51654853988305, 258.9906789726313, 258.8821895023095, 263.3351277471785, 359.92017694851717, 458.019007188468, 137.19570399882247, 567.2650100737238, 402.6967345227517, 275.34016802750193, 384.7464979949211, 478.3929613576046, 153.56647220700717, 41.245895791509156, 15.635485794166925, 334.6527665478665)"
"([2], [2], [2], [2], [2], [2], [2], [6], [6], [6], [6], [6], [6], [6], [6], [6], [11], [11], [13], [14], [16], [18])","([4], [4], [14], [16], [16], [23], [23], [4], [4], [4], [4], [4], [9], [13], [13], [15], [4], [4], [24], [23], [25], [27])",940.804,"(286.9925460905246, 282.4484298522933, 359.0889995303518, 373.60483475309456, 346.13591108571546, 476.4617427182194, 504.3745780097771, 75.23419031441742, 110.59302136765143, 135.94862389563608, 177.15848566374018, 275.6745199096179, 106.97462462151185, 287.49811232785186, 320.01833488536505, 398.71263806801676, 158.29120259454743, 103.63934827017852, 529.3773711577546, 463.47208299734405, 523.8477291113251, 57.69328967703245)","(258.2664280939613, 231.28380045938275, 137.22573594298723, 402.61703030954607, 275.35215774089363, 384.47197388795934, 478.28579211075953, 412.4133848555473, 394.5448659759212, 416.9529503247621, 372.6164215089564, 263.45969721492526, 331.17550577754395, 359.4594014839508, 458.7303490873918, 567.1351896549542, 261.2062636619762, 258.7505552202353, 153.61253969705496, 41.53205040834143, 15.310378464818314, 334.5531562797157)"
"([2], [2], [2], [2], [2], [2], [2], [6], [6], [6], [6], [6], [6], [6], [6], [6], [10], [10], [13], [14], [16], [18])","([10], [10], [14], [16], [16], [22], [22], [4], [4], [4], [9], [10], [10], [13], [13], [15], [10], [10], [23], [22], [26], [28])",941.604,"(287.21372913557303, 282.5524135276198, 358.6379799449792, 374.2599100551101, 346.8211071269641, 476.43959263531633, 504.08253242880266, 74.98770385454978, 110.19587779714905, 134.06186714850688, 106.99491753184918, 178.15848566374018, 275.46741369823815, 287.02212838886874, 319.91148755990474, 399.5140968141393, 157.97992434124046, 103.85974713862385, 529.8428353731736, 463.5853304814286, 523.891551167124, 57.36608261220863)","(258.19302958931627, 231.3034854565057, 137.526634445859, 402.4203802317696, 275.3435741424402, 383.8335197162288, 478.21077083320256, 412.27062926214853, 394.67366835193536, 417.1662925224731, 331.3487546719907, 371.3398006546459, 263.58555866226095, 358.89332158661585, 458.93792211950836, 567.0708297464734, 260.8892020388532, 258.5565165325176, 154.06799382439812, 41.930736994154245, 15.248687665333705, 334.7711068837677)"
