s1,s2,t,x,y
"([0], [0], [0], [0], [2], [2])","([0], [1], [2], [3], [0], [1])",114.807,"(19.237355584457234, 51.88219002346783, 46.423758942675434, 57.96927329862085, 107.27670202803301, 149.8475188445288)","(81.90276154068758, 131.80329226577325, 25.982882900175547, 1.9042533861501738, 16.9732081529801, 130.42990124375598)"
"([0], [0], [0], [0], [2], [2])","([0], [0], [1], [2], [4], [4])",115.507,"(18.984869483377537, 51.81354740611337, 45.648921777273706, 57.64214484418292, 150.232908421911, 107.67137821858073)","(81.90134467347484, 132.12719473876297, 25.678635430874344, 1.0917000994723196, 130.44355458799953, 17.203792446374376)"
"([0], [0], [0], [1], [3], [3])","([0], [0], [1], [2], [3], [3])",116.207,"(18.989572937742153, 51.708668986903504, 45.20020983427112, 57.498887615985, 150.47905979776573, 107.80717665209251)","(81.89385274636464, 132.71004442082327, 25.5283312580884, 0.6781728380642278, 130.4655355456392, 17.257197283156334)"
"([0], [0], [0], [1], [3], [3])","([0], [0], [1], [2], [3], [3])",116.907,"(18.577744778316557, 51.65899235278757, 44.40466813173087, 57.30679324466337, 150.8024995782265, 108.20740460538765)","(81.82605428306944, 133.0897493593565, 25.311415949066387, 0.08944788933001746, 130.49978700959662, 17.454036569884526)"
"([0], [0], [1], [2], [4], [4])","([0], [1], [0], [2], [3], [3])",117.607,"(18.313623310003322, 44.35985294113779, 51.6452078010256, 57.28034879461897, 151.26762954607233, 108.42896091128979)","(81.76875459734458, 25.308574852834866, 133.35831174742844, 199.9855045318836, 130.57826607393355, 17.54928988324177)"
"([0], [0], [1], [1], [1], [2])","([0], [1], [0], [3], [3], [2])",118.307,"(18.32153741585833, 44.05815971279827, 51.62641506891155, 151.27394484811032, 109.06400808630576, 57.0772225610672)","(81.75876897470847, 25.2407698940834, 133.75450341866997, 130.58650310906154, 17.81892068554296, 199.22255584081174)"
"([0], [0], [1], [1], [1], [2])","([0], [2], [0], [3], [3], [0])",119.007,"(18.32046290203367, 43.22315543732262, 51.62830280183897, 151.7029293739132, 109.0843460468528, 57.00423339905092)","(81.75162783894532, 25.124540295763943, 134.23619230043133, 130.6927094468571, 17.810977397540263, 198.88034039405218)"
"([0], [0], [1], [1], [1], [2])","([0], [2], [0], [3], [3], [0])",119.707,"(17.97075654038653, 42.986543889203446, 51.64256604663887, 152.0562479559142, 109.79966203837847, 56.924693512099026)","(81.65495651337983, 25.101321147412108, 134.44903319177416, 130.79820199851625, 18.064068293761498, 198.35644349870415)"
"([0], [0], [1], [1], [1], [2])","([0], [2], [0], [3], [3], [0])",120.407,"(17.63555198386446, 42.21240366381659, 51.711381401998295, 152.051171542747, 109.83312473753598, 56.86117934793273)","(81.50071768399559, 25.06709577440609, 135.22200981849417, 130.80333830776715, 18.061468099590932, 197.81152221545716)"
"([0], [0], [1], [1], [1], [2])","([0], [2], [0], [3], [3], [0])",121.107,"(17.57544304543572, 42.18279884319085, 51.84542066560191, 152.30390898355455, 110.65323634723133, 56.82780595000837)","(81.46165424410216, 25.07154995457072, 136.03398357126818, 130.90959082020447, 18.273115780796754, 197.29430179105245)"
"([0], [0], [1], [1], [2], [3])","([0], [2], [0], [3], [0], [3])",121.807,"(17.266275061450006, 41.2459922852703, 51.91689716404427, 152.7452649572985, 56.81411377457931, 110.90356434930658)","(81.29975297003452, 25.101114261068837, 136.30384957586716, 131.10919499546924, 196.9187087154644, 18.318527176935007)"
"([0], [0], [1], [1], [2], [3])","([0], [2], [0], [3], [0], [3])",122.507,"(17.274504301880565, 41.217858632087584, 52.11052860849737, 152.74445348182434, 56.831315577264135, 111.38097774610496)","(81.29434160229192, 25.11041233716299, 137.03610683368439, 131.1178240749795, 195.95156025564404, 18.40848119088764)"
"([0], [0], [1], [1], [2], [3])","([0], [2], [0], [3], [0], [3])",123.207,"(16.788981053824855, 40.362005369302224, 52.295566353087864, 152.86551093597177, 56.86581119594433, 111.82550390376072)","(80.97196945776925, 25.215920125563848, 137.57597056122265, 131.18295499631722, 195.59457935622558, 18.476856760943715)"
"([0], [0], [1], [1], [2], [3])","([0], [2], [0], [4], [0], [4])",123.907,"(16.787756526100402, 40.36765658491964, 52.7374613010861, 153.2058911340463, 56.91880500757077, 112.30353717811451)","(80.95872580084084, 25.224609811789435, 138.72782700110793, 131.39977764608585, 195.0502899582164, 18.53580271130576)"
"([0], [0], [1], [1], [2], [3])","([0], [2], [0], [4], [0], [4])",124.607,"(16.491347748445683, 40.22006279277159, 52.82715608196797, 153.3846785815862, 57.08213387516909, 112.77711697987282)","(80.68286678567229, 25.253022934669033, 138.9288412424566, 131.53972282226468, 194.00614206252686, 18.57848555804154)"
"([0], [0], [1], [1], [2], [3])","([0], [2], [0], [4], [0], [4])",125.307,"(16.040859041215924, 39.558031514366334, 53.20041181616984, 153.61341814513247, 57.09963294869583, 112.92518336315345)","(80.24297608362981, 25.412512512687556, 139.7077989195303, 131.72742860448304, 193.9507307962228, 18.582074969357347)"
"([0], [0], [1], [1], [2], [3])","([0], [2], [0], [4], [0], [4])",126.007,"(16.006452374041956, 39.46474747006539, 53.72132099523516, 153.62602836735715, 57.272911702769136, 113.7748725691683)","(80.19103289684699, 25.444966382837727, 140.7029363067586, 131.7509047462403, 193.19858780092898, 18.617156915747273)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",126.707,"(16.009765802855696, 39.05384111300121, 57.58989439507141, 53.83118316979897, 153.73328949033242, 113.7779704272135)","(80.185800104736, 25.57218019201286, 192.04513717923368, 140.8942902209816, 131.8514652778634, 18.60692481429731)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",127.407,"(15.395006551867503, 38.498293982338005, 57.69617802408786, 54.65431561241721, 153.94510906297378, 114.75254471505005)","(79.245065591734, 25.801737882312537, 191.72670586643937, 142.27108482298954, 132.05613172292317, 18.58446046271702)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",128.107,"(15.375419042350597, 38.4947627842831, 57.866790400775685, 54.735027725221684, 153.96473220718286, 114.78516977419422)","(79.19088729720568, 25.81054122970321, 191.2200410898528, 142.38412397077315, 132.08856143466878, 18.570879195597726)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",128.807,"(15.264101594937479, 37.96894988534879, 58.01159952464835, 54.78204866233952, 154.20902255678652, 115.34021969447147)","(78.98867281200263, 26.05638327328431, 190.8160221844591, 142.4539467875591, 132.42113947964333, 18.519669357386412)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",129.507,"(14.913279850749717, 37.53370565517456, 58.41870845255451, 55.713794570866, 154.1996091977764, 115.91523923105579)","(78.16824591704334, 26.313993926952563, 189.7855579836817, 143.86202877146692, 132.4260987187053, 18.44578546178707)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",130.207,"(14.813491788783242, 37.54075759710509, 58.72167528620366, 55.74826065828793, 154.33448114491438, 116.26252863457168)","(77.82749646590412, 26.318426539880818, 189.09941788214917, 143.90175799670763, 132.64506698427022, 18.382510417939894)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",130.907,"(14.673997728179, 37.08614597035304, 58.798684440160045, 56.245236451943185, 154.40914333507192, 116.69987185762528)","(77.26886842350454, 26.60850897335434, 188.94368116785088, 144.59804105662334, 132.78295845147716, 18.29431623740097)"
"([0], [0], [2], [2], [2], [3])","([0], [2], [0], [0], [4], [4])",131.607,"(14.53743314273806, 36.909827996789865, 59.16740373831688, 56.73679095877692, 154.40156091689505, 117.2422195527094)","(76.52997892530286, 26.742375605756912, 188.22409567404634, 145.26363001832033, 132.7847108915353, 18.16757911737421)"
"([0], [0], [2], [2], [2], [3])","([2], [2], [2], [2], [4], [4])",132.307,"(36.656660342509284, 14.544835979422267, 59.59677019774887, 56.7526820939418, 154.398739682324, 117.60048907815904)","(26.953817320473263, 76.53135758005615, 187.43189557606436, 145.28057017444036, 132.78485196118191, 18.06663469889843)"
"([0], [0], [2], [2], [2], [3])","([3], [3], [3], [3], [5], [5])",133.007,"(36.335330420834296, 14.436804732253549, 59.75941702857412, 57.62691226578953, 154.47735433097557, 117.8619534282334)","(27.236858028335547, 75.46975109707135, 187.14831339515038, 146.40779863305613, 132.93421084995737, 17.98804799833321)"
"([0], [0], [2], [2], [2], [3])","([3], [3], [3], [3], [5], [5])",133.707,"(35.87105630428117, 14.434405913540608, 60.22734137827695, 57.727031096997436, 154.75939693671265, 118.59959677756729)","(27.68631130698347, 75.32314862881502, 186.3615085713835, 146.52411412595555, 133.7506911229651, 17.74206929839662)"
"([0], [0], [2], [2], [2], [3])","([2], [2], [2], [2], [4], [4])",134.407,"(35.79440725830022, 14.43008403291378, 60.64070723528678, 58.372301627038325, 154.7440412770707, 118.76757195836691)","(27.7832813847683, 74.43987147386038, 185.70053695097667, 147.31151021125865, 133.75069297650506, 17.676681113014233)"
"([0], [0], [2], [2], [2], [3])","([2], [2], [2], [2], [4], [4])",135.107,"(35.789092166499515, 14.465942135619173, 60.75871184807119, 58.718567830737626, 154.7359242375498, 119.38910251590522)","(27.794224200798077, 73.76768737831395, 185.52571984542158, 147.7163681335396, 133.75376165353603, 17.433596293911275)"
"([0], [0], [2], [2], [2], [3])","([2], [2], [2], [2], [4], [4])",135.807,"(35.0584597688008, 14.496687167208513, 61.33903192217022, 58.749325089101006, 154.79266398634763, 120.02046816529233)","(28.711067541009008, 73.49437910633274, 184.65181795945443, 147.74895409424263, 134.0014469213829, 17.165955995704408)"
"([0], [0], [2], [2], [2], [3])","([2], [2], [2], [2], [4], [4])",136.507,"(35.04399023410059, 14.606052800660812, 61.57255941991505, 59.56995611208171, 154.8288684496293, 120.23213486613346)","(28.750871685600593, 72.64671180429124, 184.31997400760977, 148.6928594335446, 134.43986233182633, 17.058497399730797)"
"([0], [0], [2], [2], [2], [3])","([2], [2], [2], [2], [4], [4])",137.207,"(35.046120565864626, 14.680971984110187, 61.7224484935206, 59.71432955673241, 154.83949647356738, 121.19086700780517)","(28.757093415540453, 72.224929149234, 184.1113130137834, 148.84837493258124, 134.723697922335, 16.591725093947097)"
"([0], [0], [2], [3], [3], [3])","([1], [3], [1], [1], [1], [3])",137.907,"(14.828817128341065, 121.57775231747237, 34.535015849588206, 62.22665148709095, 60.29430335898242, 154.8413090484188)","(71.52984781911255, 16.394482479588184, 29.631787630899943, 183.41992646088178, 149.48739561547197, 135.0209331772481)"
"([0], [0], [2], [3], [3], [3])","([0], [2], [0], [0], [0], [2])",138.607,"(15.023246350226827, 121.92520871246407, 34.480544833555676, 62.670283319566664, 60.71107145903608, 154.83019110767617)","(70.77816340242437, 16.211712861878443, 29.75072008568428, 182.83360795893287, 149.93133816138126, 135.05710927878187)"
"([0], [0], [2], [3], [3], [3])","([0], [2], [0], [0], [0], [2])",139.307,"(15.19620124119816, 122.2878313188121, 34.375445549231074, 62.774930069108706, 60.988298815132396, 154.75971086532812)","(70.24642510729977, 16.004534143499722, 29.961176752589246, 182.70553658263452, 150.2168706761473, 135.66138159467803)"
"([0], [0], [2], [3], [3], [3])","([0], [2], [0], [0], [0], [2])",140.007,"(15.404849205259609, 123.10546476831911, 34.164512076216056, 63.444429295435754, 61.54913721265439, 154.7174890913915)","(69.66974973334399, 15.538952971824276, 30.454109657100943, 181.8682492689764, 150.79710127459938, 135.92127267254278)"
"([2], [2], [2], [3], [3], [3])","([0], [0], [2], [0], [0], [2])",140.707,"(15.575195692597923, 34.02655312602499, 123.43216788210114, 63.63741893618328, 61.74743736452365, 154.58524192036634)","(69.24088711258376, 30.803396935515245, 15.343903875218682, 181.64439906057507, 150.9901524643083, 136.444526690775)"
"([2], [2], [2], [3], [3], [3])","([0], [0], [2], [0], [0], [2])",141.407,"(15.792346939492916, 33.919443256376866, 123.73374383848841, 63.87067576254387, 62.28167383397242, 154.52895864887302)","(68.73465931786403, 31.1141713818854, 15.159744930391817, 181.3747549149358, 151.51590244822776, 136.62054162072096)"
"([3], [3], [3], [4], [4], [4])","([0], [0], [2], [0], [0], [2])",142.107,"(15.930802424981863, 33.74792367487143, 124.46540759581066, 64.4049041867033, 62.711353930397195, 154.31239730499382)","(68.43781968217569, 31.679761470381457, 14.693620446341093, 180.76200827226657, 151.92410436465514, 137.25409988384675)"
"([3], [3], [3], [4], [4], [4])","([0], [0], [2], [0], [0], [2])",142.807,"(16.343652015436085, 33.602308570236254, 125.05024369757407, 64.7244900813713, 63.00500323863331, 154.19372955662797)","(67.61463680518766, 32.26987039943341, 14.29770493426248, 180.41102769012662, 152.19407888882736, 137.52539134853936)"
"([2], [2], [2], [3], [3], [3])","([0], [0], [2], [0], [0], [2])",143.507,"(16.753883958042067, 33.50560491156657, 125.16189579242848, 65.36887442977775, 63.714411236658236, 153.92060510435425)","(66.87847243589589, 32.79099453183519, 14.212827177113326, 179.71258390928358, 152.84580994240085, 138.1157463239536)"
"([2], [2], [2], [3], [3], [3])","([0], [0], [3], [1], [1], [3])",144.207,"(16.947200705714046, 33.42841153354424, 125.72360428100151, 65.72192063906908, 63.75120339524062, 153.68012789728104)","(66.5687412810353, 33.333592309382986, 13.806610779574992, 179.346498015334, 152.87437390659585, 138.52925565962497)"
"([2], [2], [2], [3], [3], [3])","([0], [0], [2], [1], [1], [2])",144.907,"(17.723164351753, 33.404231013955716, 126.42832295985201, 66.06579070800524, 64.71907855991451, 153.20771548932828)","(65.37718180325449, 33.568853868175, 13.266859233486002, 178.99680091432552, 153.7269802386057, 139.2911430114882)"
"([2], [2], [2], [3], [3], [3])","([0], [0], [2], [1], [1], [2])",145.607,"(17.752161669664567, 33.32747091730684, 126.47599601850058, 66.72105831560353, 64.75062184934733, 153.0522444243992)","(65.35373985838149, 34.50301890931203, 13.219055939432451, 178.32440546864677, 153.74981252979137, 139.51061095071657)"
"([1], [1], [1], [2], [2], [2])","([0], [0], [2], [1], [1], [2])",146.307,"(17.857781308620538, 33.325183179939394, 126.88630916922784, 67.0655618022115, 65.74867799769005, 152.24749401770924)","(65.21158780478407, 34.62657867688783, 12.879347912416076, 177.98530419075072, 154.60416711186187, 140.5782169511178)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",147.007,"(18.712837174304177, 33.306869863363325, 127.59410766335665, 67.7209346736766, 66.429856713699, 152.1900220562986)","(64.11268252100535, 35.524466950937835, 12.24934495395155, 177.3205984206718, 155.18333497738124, 140.63486026434106)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",147.707,"(18.751031554619544, 33.31028480196572, 127.58275749922501, 68.36326360756661, 66.75066208042308, 151.24640045675218)","(64.08237812991584, 35.62322019432839, 12.24754637717534, 176.6653547532873, 155.45215633306867, 141.68893947810685)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",148.407,"(18.758803230588356, 33.3397630563345, 127.71068069602441, 68.75059360846728, 67.75063176559362, 151.2081680557749)","(64.08031494742872, 36.51791644798188, 12.123598349623325, 176.27071079196796, 156.321448209362, 141.71617479769327)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",149.107,"(19.747440943245223, 33.3898233089324, 128.55239946018898, 69.71695737085307, 68.7361063693184, 150.3140320860934)","(63.000557227171456, 37.22610082874631, 11.249283890931917, 175.2186462991216, 157.2257291286901, 142.5984404256366)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",149.807,"(19.75084285173766, 33.41457370677428, 128.5406645992447, 70.02861119053057, 68.75066208042308, 150.20941806879443)","(63.01499924587684, 37.44395461856975, 11.247312548387299, 174.87462156136687, 157.23106171021726, 142.68830502637698)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",150.507,"(19.755674596974345, 33.524725272954356, 128.58671559755848, 70.75066208042307, 69.75066208042307, 149.37359736297216)","(63.017745787270925, 38.329463478220234, 11.190958192981117, 173.98066171028518, 158.23323167979038, 143.4408279100842)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",151.207,"(20.51470758440999, 33.61341384026506, 129.33186002885196, 71.75061379584437, 70.7506620804231, 149.00704397734128)","(62.327639498466255, 38.86071378801692, 10.249297861654522, 172.4880066408136, 159.39693740666615, 143.75118995231904)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",151.907,"(20.750782787706026, 33.73361233928517, 129.31927113696392, 72.72522207549488, 71.75064695541192, 148.06561381617988)","(62.12873750802963, 39.510137802158226, 10.247938700572341, 170.43049945931764, 160.83961949169728, 144.52352883133653)"
"([0], [0], [0], [1], [1], [1])","([0], [0], [2], [1], [1], [2])",152.607,"(21.151303261138985, 33.82929847386735, 129.32769187870548, 73.12612193360769, 72.75066208042308, 147.4154639649931)","(61.816928660539745, 39.98208585054917, 10.228745760877434, 169.12615762442059, 162.94232679711553, 145.04192377140848)"
"([0], [0], [0], [1])","([0], [0], [3], [3])",153.307,"(21.786217686183836, 34.00122751730349, 129.74252982596073, 147.13355094461065)","(61.370539397050905, 40.76587170707874, 9.576945977917, 145.24627880766286)"
"([0], [0], [0], [1])","([2], [2], [4], [4])",154.007,"(22.549805635045274, 34.17243557419209, 129.9309460663951, 146.2602467664841)","(60.85844710945044, 41.5240184957601, 9.245489266606764, 145.90721735894442)"
"([0], [0], [0], [1])","([2], [2], [4], [4])",154.707,"(23.360366127506794, 34.35087594973048, 129.95172942335586, 145.81256715603737)","(60.37857409066028, 42.26993237643258, 9.197617752308453, 146.22976772380787)"
"([0], [0], [0], [1])","([2], [2], [4], [4])",155.407,"(23.690487788698498, 34.53346720098825, 130.10969945795176, 144.98655814804636)","(60.1991491052933, 43.01108622386929, 8.871344569004677, 146.83086136789854)"
"([0], [0], [0], [1])","([2], [2], [4], [4])",156.107,"(24.74206475369374, 34.84829774763111, 130.37522294612492, 144.10681910873285)","(59.64390786879042, 44.35623939452539, 8.225531637603357, 147.45282967676462)"
"([0], [0], [0], [1])","([2], [2], [4], [4])",156.807,"(25.73503068249255, 35.002578451219094, 130.42925974596872, 143.5418763508163)","(59.169854374810186, 45.03579559779814, 8.07188941774066, 147.87282621841982)"
"([0], [0], [0], [1])","([2], [2], [4], [4])",157.507,"(27.49661505481862, 35.2531469507689, 130.55348852005764, 142.72126209278204)","(58.35786190899469, 46.578127153393986, 7.6524457060255315, 148.473240720035)"
"([0], [0], [1], [1])","([2], [2], [4], [4])",158.207,"(29.414106043883862, 35.365469177714466, 130.69235078602333, 141.9025880743494)","(57.44034509471609, 49.192828982423215, 7.11875093103756, 149.0695957176451)"
"([1], [1])","([4], [4])",158.907,"(130.71365111446445, 141.40041879315496)","(7.003844253783065, 149.45007030055007)"
"([1], [1])","([4], [4])",159.607,"(140.45577989557157, 130.7765269989272)","(150.17407493208432, 6.542470484865078)"
"([1], [1])","([3], [3])",160.307,"(140.27971449900713, 130.80462428986195)","(150.30393836668694, 6.274888336280668)"
"([1], [1])","([3], [3])",161.007,"(139.5446351867188, 130.82775640434136)","(150.874926923409, 6.024390341641521)"
"([1], [1])","([3], [3])",161.707,"(139.25225924287886, 130.82754525153672)","(151.09940419109228, 5.267028773286114)"
"([1], [1])","([3], [3])",162.407,"(138.32615510822123, 130.81943370346963)","(151.82568817356045, 5.264515147276541)"
"([1], [1])","([3], [3])",163.107,"(138.24933791957693, 130.78708409654578)","(151.88042210461293, 4.8359653113978425)"
"([1], [1])","([3], [3])",163.807,"(137.26850111092966, 130.72240182604605)","(152.64584192673206, 4.41361966699111)"
"([1], [1])","([3], [3])",164.507,"(137.24937036432905, 130.68678452509528)","(152.65596681014023, 4.222282448427819)"
"([1], [1])","([2], [2])",165.207,"(136.27726622018568, 130.5081295658733)","(153.40152319496326, 3.5238145566846697)"
"([1], [1])","([3], [3])",165.907,"(136.24943156978674, 130.50130600241982)","(153.4172618802566, 3.5259621223430315)"
"([1], [1])","([3], [3])",166.607,"(135.26127144703273, 130.35547072414863)","(154.15263835881564, 3.0791278199120313)"
"([1], [1])","([4], [4])",167.307,"(135.24935253035736, 130.1398231378305)","(154.15492777912777, 2.5947738975939956)"
"([1], [1])","([4], [4])",168.007,"(134.29494924586956, 130.0795683396405)","(154.83951464265482, 2.4812465411069127)"
"([1], [1])","([4], [4])",168.707,"(134.24941932832778, 129.88025204242592)","(154.8632308894321, 2.0912962341643606)"
"([1], [1])","([4], [4])",169.407,"(133.4053684872438, 129.6109499515192)","(155.44056823706933, 1.672119122308203)"
"([1], [1])","([4], [4])",170.107,"(133.2494322266179, 129.39388460755228)","(155.53399280406654, 1.3696887007438647)"
"([1], [1])","([3], [3])",170.807,"(133.24933791957693, 129.20282549043867)","(155.53375514442996, 1.1178530145046466)"
"([1], [1])","([3], [3])",171.507,"(132.2499867023288, 129.1706920110351)","(156.15165116475836, 1.0887760928666523)"
"([1], [1])","([3], [3])",172.207,"(132.24935171541728, 128.97143903312983)","(156.14628642997883, 0.8655794502191441)"
"([1], [1])","([3], [3])",172.907,"(131.29494890323625, 128.67034548734784)","(156.68522256907497, 0.5832260962238536)"
"([1], [1])","([3], [3])",173.607,"(131.24940367445038, 128.4164824092448)","(156.69724246225596, 0.360841325717729)"
"([1], [1])","([3], [3])",174.307,"(131.24933791957693, 128.23701995852213)","(156.6960029933714, 0.21483146358170302)"
"([1], [1])","([3], [3])",175.007,"(130.2526555141834, 128.23420863516606)","(157.17119247987532, 0.22153724996277901)"
"([1], [1])","([3], [3])",175.707,"(130.24935316541493, 128.1551006978995)","(157.1616617151789, 0.1601514680690741)"
"([1], [1])","([3], [3])",176.407,"(130.24933791957693, 127.93126479982624)","(157.1617877761069, 199.99397946568763)"
"([1], [1])","([3], [3])",177.107,"(129.25092821237382, 127.24929949781793)","(157.53806222424845, 199.61730212922524)"
"([1], [1])","([3], [4])",177.807,"(129.24933791957693, 127.24926176671207)","(157.52626786174713, 199.6308887335189)"
"([1], [1])","([3], [4])",178.507,"(129.24933791957693, 127.24926080579851)","(157.52414773302198, 199.63884942600018)"
"([1], [1])","([3], [4])",179.207,"(128.33965292943654, 127.0846774333269)","(157.75708034527992, 199.56368918906645)"
"([1], [1])","([3], [4])",179.907,"(128.2619740226726, 126.67409578136193)","(157.75870805038255, 199.42572957124423)"
"([1], [1])","([3], [4])",180.607,"(128.2502062727796, 126.33852004892228)","(157.75259346777048, 199.3363708560675)"
"([1], [1])","([3], [4])",181.307,"(128.00024182379047, 126.21090948698199)","(157.78753964520868, 199.3130049820105)"
"([1], [1])","([3], [4])",182.007,"(127.56989669740483, 126.01560280208182)","(157.8172711921967, 199.27455162818805)"
"([1], [1])","([3], [4])",182.707,"(127.32788310733821, 126.01746074163191)","(157.81654553490702, 199.28229382252954)"
"([1], [1])","([3], [4])",183.407,"(127.32661460748056, 125.5576538222075)","(157.80595662625285, 199.25097874581)"
"([1], [1])","([3], [4])",184.107,"(127.0096264015466, 125.56115427352154)","(157.79031671233324, 199.25820373138833)"
"([1], [1])","([3], [4])",184.807,"(127.01210715387822, 125.09206097753469)","(157.78170267353738, 199.24913255348392)"
"([1], [1])","([3], [4])",185.507,"(126.63054481367669, 124.99243072483094)","(157.71358337666317, 199.2558883765487)"
"([1], [1])","([3], [4])",186.207,"(126.62041145043008, 124.40629862819716)","(157.69822973103038, 199.33587990593267)"
"([1], [1])","([3], [4])",186.907,"(126.5913463913025, 124.38790641632352)","(157.6828021682341, 199.34686597657375)"
"([1], [1])","([3], [3])",187.607,"(126.18307146108495, 123.65392101199839)","(157.55690379039407, 199.5143198566177)"
"([1], [1])","([3], [3])",188.307,"(126.18769168737205, 123.58448001372298)","(157.54292851307724, 199.5456524595287)"
"([1], [1])","([3], [3])",189.007,"(126.17380837705457, 123.14951143389891)","(157.5269266394346, 199.69075721061262)"
"([1], [1])","([3], [3])",189.707,"(125.88858758479904, 122.66681294832654)","(157.38255374088817, 199.9016953271801)"
"([1], [1])","([3], [3])",190.407,"(125.89607788282427, 122.54978597247435)","(157.37102549637558, 199.96544559826006)"
"([1], [2])","([3], [3])",191.107,"(125.83214701441295, 122.09576203020848)","(157.31619466661158, 0.19727619061197288)"
"([1], [2])","([3], [3])",191.807,"(125.83254880254933, 121.21083872477152)","(157.3058022618089, 0.765931551450052)"
"([1], [2])","([3], [3])",192.507,"(125.83583058735377, 121.11663369868992)","(157.30233164471073, 0.8400939137444539)"
"([1], [2])","([3], [3])",193.207,"(125.62980814689809, 120.72297723860902)","(157.12434368563368, 1.1497592197946176)"
"([1], [2])","([3], [3])",193.907,"(125.3882314879819, 120.00705698454962)","(156.88209032586832, 1.7552221194602566)"
"([1], [2])","([3], [3])",194.607,"(125.40543719884306, 119.88569305996398)","(156.87735895186188, 1.8839963453062012)"
"([1], [2])","([3], [3])",195.307,"(125.3528485199929, 119.0325019775216)","(156.79731215862827, 2.754910539981495)"
"([1], [2])","([3], [3])",196.007,"(125.29297142335997, 118.99034279663954)","(156.70308520610692, 2.8113942009627237)"
"([2], [3])","([3], [3])",196.707,"(125.2854934993075, 118.23409578804731)","(156.67689147740822, 3.7193915932958816)"
"([2], [3])","([3], [3])",197.407,"(125.1037820196371, 118.1810097174608)","(156.38868865382767, 3.7966040311457334)"
"([2], [3])","([3], [3])",198.107,"(125.02243312304938, 117.57761919769482)","(156.23063528983744, 4.621900594629409)"
"([2], [3])","([3], [3])",198.807,"(125.01384916983096, 117.34325659509648)","(156.19212406000435, 4.969313960559731)"
"([2], [3])","([3], [3])",199.507,"(124.91900086353951, 116.93368276044819)","(155.9527847802772, 5.595964335047967)"
"([2], [3])","([3], [3])",200.207,"(124.92450725771184, 116.52135513713218)","(155.9509123063268, 6.309612275626989)"
"([2], [3])","([3], [3])",200.907,"(124.73538696810215, 116.16704612669963)","(155.2462723771686, 6.945348823933102)"
"([2], [2])","([2], [3])",201.607,"(115.79603554300414, 124.74770646543851)","(7.658579788238487, 155.24622304410985)"
"([2], [2])","([2], [3])",202.307,"(115.48356989269153, 124.74039133166278)","(8.303959972923522, 155.19095819298113)"
"([2], [2])","([2], [3])",203.007,"(115.16532349197993, 124.64658733163321)","(8.978413062509357, 154.2478019818307)"
"([2], [2])","([2], [3])",203.707,"(114.88046737680995, 124.65838501036717)","(9.619622702135139, 154.2281310339388)"
"([2], [2])","([2], [3])",204.407,"(114.5496248123516, 124.6592653574418)","(10.414199244578377, 154.09683904640616)"
"([2], [2])","([2], [3])",205.107,"(114.35560896371805, 124.7168887614211)","(10.88478051425432, 153.30522870065764)"
"([2], [3])","([2], [3])",205.807,"(113.9264603083327, 124.74023245332162)","(11.879776978876361, 153.15068678650803)"
"([2], [3])","([2], [3])",206.507,"(113.78889831446483, 124.81509512714251)","(12.234486718938186, 152.73544130936034)"
"([2], [3])","([2], [3])",207.207,"(113.41149491084423, 124.96117671061779)","(13.222504518619047, 152.09208978473944)"
"([2], [3])","([1], [2])",207.907,"(113.26280742871108, 125.08148257264986)","(13.62962055007549, 151.70175531459833)"
"([2], [3])","([1], [2])",208.607,"(112.90821349996568, 125.24635226677191)","(14.585322437799707, 151.21086274129442)"
"([2], [3])","([1], [2])",209.307,"(112.69315096287578, 125.44037866569406)","(15.171628879921354, 150.70522186877477)"
"([2], [3])","([1], [2])",210.007,"(112.46089968587917, 125.66178911400473)","(15.808783502661324, 150.18693839870699)"
"([2], [3])","([0], [1])",210.707,"(112.24990402258534, 125.76125178343207)","(16.387111361187227, 149.9822892842103)"
"([2], [3])","([0], [1])",211.407,"(112.02805210079296, 125.97385300122647)","(17.00679055283789, 149.5901326967379)"
"([2], [3])","([0], [1])",212.107,"(111.78439744472858, 126.18583318188882)","(17.661709528462126, 149.2252543307335)"
