s1,s2,t,x,y
"([3], [3])","([1], [1])",336.707,"(156.11700332203867, 89.06686791584534)","(141.58943677311015, 189.8069097403072)"
"([3], [3])","([1], [1])",337.407,"(156.0282608145515, 88.79705917201)","(141.24609893491555, 189.328384061096)"
"([3], [3])","([1], [1])",338.107,"(155.82005425100243, 88.26118110583167)","(140.47468908292706, 188.38510704341263)"
"([3], [3])","([1], [1])",338.807,"(155.74352122433504, 87.9993612510429)","(140.16422294652705, 187.95413343226994)"
"([3], [3])","([1], [1])",339.507,"(155.55631434290297, 87.72369827790145)","(139.416207214899, 187.46491745039143)"
"([3], [3])","([1], [1])",340.207,"(155.37977182133167, 87.18608647721307)","(138.67635080011894, 186.54644521307614)"
"([3], [3])","([1], [1])",340.907,"(155.29940546962453, 86.91682404745846)","(138.3121863308471, 186.10548731805304)"
"([3], [3])","([1], [1])",341.607,"(155.1269287996452, 86.4337617199028)","(137.55322226340246, 185.28151711756917)"
"([3], [3])","([1], [1])",342.307,"(155.064742552566, 86.09761850956586)","(137.25344573315752, 184.73972692276936)"
"([3], [3])","([1], [1])",343.007,"(154.88629348133725, 85.8195161752492)","(136.4686922527393, 184.28662231628357)"
"([3], [3])","([1], [1])",343.707,"(154.7511388775408, 85.35491168955946)","(135.85656159345913, 183.52917048879593)"
"([3], [3])","([1], [1])",344.407,"(154.65462546027106, 84.99240239754826)","(135.42239750549368, 182.97318948092482)"
"([3], [3])","([1], [1])",345.107,"(154.50400198622555, 84.70206771663338)","(134.73641749108543, 182.5051745093896)"
"([3], [3])","([0], [0])",345.807,"(154.39618673049904, 84.40878797043143)","(134.23424211862056, 182.05624980657146)"
"([3], [3])","([0], [0])",346.507,"(154.25720132059942, 83.86663164059743)","(133.60361451318715, 181.22600837628454)"
"([3], [3])","([0], [0])",347.207,"(154.12703036397446, 83.56161438955904)","(132.9812888596101, 180.76666432929872)"
"([3], [3])","([0], [0])",347.907,"(153.9690268347316, 83.27562379146569)","(132.29040023988816, 180.35081308157825)"
"([3], [3])","([0], [0])",348.607,"(153.8803956436887, 82.9635951614887)","(131.8799560070807, 179.91007082916798)"
"([3], [3])","([0], [0])",349.307,"(153.74116099135858, 82.44854934541266)","(131.28150234333862, 179.15461404855418)"
"([3], [3])","([0], [0])",350.007,"(153.6249037096393, 82.11810094148083)","(130.76666137989696, 178.69981317034484)"
"([3], [3])","([0], [0])",350.707,"(153.50651211055478, 81.81846749769394)","(130.24355177917352, 178.2885406054783)"
"([3], [3])","([0], [0])",351.407,"(153.37097910376198, 81.50287725280867)","(129.6540617643252, 177.8617125205674)"
"([3], [3])","([0], [0])",352.107,"(153.2308560491812, 81.12945372810327)","(129.0157293566431, 177.37041540481036)"
"([3], [3])","([0], [0])",352.807,"(153.0613632058752, 80.62910992438621)","(128.3038694776798, 176.71052764475627)"
"([3], [3])","([0], [0])",353.507,"(152.98202828104155, 80.38375132942014)","(127.92502369894908, 176.40939729573228)"
"([3], [3])","([0], [0])",354.207,"(152.8246630296037, 80.00137413574689)","(127.2839394016921, 175.95644692103966)"
"([3], [3])","([0], [0])",354.907,"(152.7150491679272, 79.68280095495714)","(126.80663522927514, 175.55881476714777)"
"([3], [3])","([0], [0])",355.607,"(152.5850053017014, 79.35275588334252)","(126.25051473463787, 175.18050306054235)"
"([3], [3])","([0], [0])",356.307,"(152.45591155823703, 79.00670732220468)","(125.69172397390278, 174.80021633212448)"
"([3], [3])","([0], [0])",357.007,"(152.35398576317957, 78.7194875917493)","(125.22996610754993, 174.47683517487303)"
"([1], [1])","([0], [0])",357.707,"(152.20663267654982, 78.2414325020633)","(124.58041384293884, 173.98306089204925)"
"([1], [1])","([0], [0])",358.407,"(152.13069373474707, 78.01643989688407)","(124.21010482372375, 173.7664314151495)"
"([1], [1])","([0], [0])",359.107,"(151.9703179755373, 77.71947234822855)","(123.48362537591032, 173.47266765523125)"
"([1], [1])","([0], [0])",359.807,"(151.90962422065576, 77.2270259700552)","(123.17580547955612, 173.03542945758014)"
"([1], [1])","([0], [0])",360.507,"(151.74991629268484, 76.99061100385622)","(122.43887326553764, 172.8484400259152)"
"([1], [1])","([0], [0])",361.207,"(151.6929572571499, 76.66960043335958)","(122.12144572653034, 172.584979445708)"
"([1], [1])","([0], [0])",361.907,"(151.5484861044675, 76.26108598797067)","(121.39819439479021, 172.29614656036307)"
"([1], [1])","([0], [0])",362.607,"(151.49752216491686, 76.1386678231141)","(121.07241285518504, 172.2383198856366)"
"([1], [1])","([0], [0])",363.307,"(151.3705029475995, 75.88586616417788)","(120.36227123755609, 172.09773289402406)"
"([1], [1])","([0], [0])",364.007,"(151.32779043820548, 75.32733959810872)","(120.02982872239721, 171.80236667903935)"
"([1], [1])","([0], [0])",364.707,"(151.22080080104013, 75.21782163388788)","(119.33203054065402, 171.78254942668923)"
"([1], [1])","([0], [0])",365.407,"(151.18844531856462, 75.01585341317565)","(118.99309490460442, 171.72453238868277)"
"([1], [1])","([0], [0])",366.107,"(151.1048883028659, 74.6516632569924)","(118.30861554758272, 171.63133956425807)"
"([1], [1])","([0], [0])",366.807,"(151.0846602890357, 74.26852991930366)","(117.96517800622219, 171.58883493494835)"
"([1], [1])","([0], [0])",367.507,"(151.04724279080838, 74.24800881916465)","(117.50650801561392, 171.62122871496823)"
"([1], [1])","([0], [0])",368.207,"(151.03793921754155, 74.21343847808915)","(117.20185453460546, 171.63634663839986)"
"([1], [1])","([0], [0])",368.907,"(151.01022669832977, 74.03228187944343)","(116.49396942411144, 171.65810659869055)"
"([1], [1])","([0], [0])",369.607,"(151.0199672400572, 73.323601626006)","(116.24218389411351, 171.83817705126967)"
"([1], [1])","([0], [0])",370.307,"(151.03255054565517, 73.24967506632758)","(115.94525498187372, 171.9223817216169)"
"([1], [1])","([0], [0])",371.007,"(151.05629248156887, 73.24933791957692)","(115.2989377836462, 171.97194722040078)"
"([1], [1])","([0], [0])",371.707,"(151.094975460822, 73.24933791957692)","(114.96910186613731, 172.00735087543703)"
"([1], [1])","([0], [0])",372.407,"(151.1399805681857, 73.24933791957692)","(114.54800904118808, 172.0295677589146)"
"([1], [1], [1], [1], [1], [1])","([0], [0], [0], [0], [0], [0])",373.107,"(151.18912871746414, 77.02581094681172, 76.00204733303686, 75.96328951453543, 75.43618309266058, 73.24934196746091)","(114.2841591398602, 139.90281603524826, 142.81664644442043, 142.92031250729764, 144.2694167298943, 172.04292239425791)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",373.807,"(151.2480067585363, 77.98990263340573, 74.3831354368338, 73.19997676189644)","(114.02060523826997, 136.89793444481302, 146.53739176152413, 172.08674557892482)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",374.507,"(151.33794743023373, 78.76303873344952, 74.24936075900469, 73.01165366350084)","(113.60160683222502, 134.38929526613902, 146.75781842441896, 172.25534833529977)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",375.207,"(151.4589959790029, 79.50734639370549, 73.28273997819215, 73.0143662240246)","(113.19029993187998, 131.92833026683488, 148.2264042970156, 172.26616005204414)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",375.907,"(151.60133745408015, 80.04865705094825, 73.2493379195769, 72.77473525191866)","(112.78199287109676, 130.0986507062346, 148.2166237191251, 172.58285227560063)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",376.607,"(151.62616387225466, 80.4811687120994, 73.24933791957693, 72.78246335089295)","(112.77266069780555, 128.66467675611855, 148.19352371510539, 172.60229718328014)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",377.307,"(151.818162394758, 80.89809621745468, 73.23109854396765, 72.77676289805821)","(112.35296463315936, 127.24810148745527, 148.21721299072144, 172.633799447409)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",378.007,"(152.02389579635548, 81.28363095196072, 72.24933791957692, 72.72699157349913)","(111.9918580114509, 125.96372822854951, 148.9681077168108, 172.73677041515967)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",378.707,"(152.04310976455392, 81.66109817925434, 72.24933791957692, 72.73125816575644)","(111.99780698535811, 124.69652684062117, 148.91340027338993, 172.74355504450827)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",379.407,"(152.26775949645815, 82.02715702053523, 72.24933791957692, 72.55153369794705)","(111.64492445072518, 123.44256502556391, 148.88420892149944, 173.13407540177317)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",380.107,"(152.40850172133565, 82.23237813679707, 72.24566456192451, 72.48319788705628)","(111.47827736420713, 122.73955847425768, 148.88366405711892, 173.33719958957636)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",380.807,"(152.60346726424677, 82.5996968074326, 71.48778382921435, 72.4956008285078)","(111.26829858913094, 121.47208791393498, 148.9934405641171, 173.35005174932743)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",381.507,"(152.8335693270688, 82.8494052281462, 71.24933791957692, 72.4741775657997)","(111.05281754085449, 120.56156583075605, 148.94752222865827, 173.45207724974594)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",382.207,"(152.88596726724006, 83.17010410169402, 71.24922842896486, 72.40382705949888)","(111.03334095593328, 119.37673298817182, 148.90707544228658, 173.73541508449273)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",382.907,"(152.89982611507745, 83.35323578532177, 71.20159785609336, 72.41295534526051)","(111.03466361146147, 118.65817659927274, 148.8734800611796, 173.75282773699743)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",383.607,"(153.35059504174245, 83.56764162735546, 70.9955998566461, 72.3944224806706)","(110.70479718276431, 117.75961760562829, 148.8016244738481, 173.8775561702795)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",384.307,"(153.49360294173633, 83.70438629006901, 70.65186618857669, 72.39499785133003)","(110.63946869120826, 117.11379445272847, 148.62482761167925, 173.90372287940795)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",385.007,"(153.507855563029, 83.81491850959048, 70.39770559807992, 72.3594036641095)","(110.65340431045573, 116.535638853212, 148.45393427770003, 174.2303007253101)"
"([1], [1], [1], [1])","([0], [0], [0], [0])",385.707,"(153.5144584566617, 83.99365626816046, 70.25798265933469, 72.3308408239311)","(110.66000755698997, 115.46276890094141, 148.33077413895015, 174.75210762989317)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",386.407,"(70.1429651210459, 72.34254413539543, 153.8203512876132, 84.0558694423089)","(148.21857440320525, 174.7549083999631, 110.53425909607635, 114.94428002097521)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",387.107,"(69.92773010418074, 72.34662333302036, 154.14345791337348, 84.10753087054053)","(148.00253605474438, 174.78897560270084, 110.43602484321342, 114.38697516255645)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",387.807,"(72.38006782684394, 69.59932931633796, 154.1600064523646, 84.1322513602727)","(175.34839330914696, 147.6665739446461, 110.45229364877135, 113.90244343274344)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",388.507,"(72.43468773177493, 69.60696984261081, 84.13782736868853, 154.26500659721773)","(175.78440553171671, 147.64578477852666, 113.37310831798266, 110.44477677934101)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",389.207,"(72.46639226124314, 69.30187719996334, 84.11879198144969, 154.27114611030575)","(175.95785676563222, 147.26472250199464, 112.90967530525243, 110.45618332772591)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",389.907,"(72.57977352816539, 69.14491263569735, 84.07055547685064, 154.62021711754528)","(176.43833554405458, 147.0310830846791, 112.40389896790344, 110.4298133179067)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",390.607,"(72.6630271816353, 69.01615086153804, 84.05546598612298, 154.62485984324164)","(176.7369536380494, 146.84482271409496, 112.40671090310616, 110.44838783533805)"
"([1], [1], [3], [3])","([0], [0], [2], [2])",391.307,"(72.82215632931042, 68.74776843903753, 83.98601019944715, 154.6040125173067)","(177.21974833049222, 146.3913108141622, 111.98136302406027, 110.46258971268841)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",392.007,"(73.064463600693, 68.7001945416887, 83.87662335631374, 154.72905979571112)","(177.82690978608673, 146.27777228070372, 111.50248415933227, 110.4772622021723)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",392.707,"(73.12884163622951, 68.41873149285423, 83.75378940209634, 154.74903179676923)","(177.966349324472, 145.72373978710897, 111.09668206068127, 110.49014862242058)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",393.407,"(73.44613475849346, 68.38272271015204, 83.73300564589331, 154.75061484420814)","(178.57486421288982, 145.61660615806946, 111.07198887437292, 110.49912313606524)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",394.107,"(73.95480244429746, 68.25303951308504, 83.56116014612141, 154.75061540297756)","(179.41420871918996, 145.30640979771826, 110.67118166048674, 110.50504813814464)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",394.807,"(74.19236030232088, 68.07932840845157, 83.350007423518, 154.75066208042307)","(179.7613562851707, 144.86004612283304, 110.27520512968108, 110.50833449296701)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",395.507,"(74.77732570383759, 67.9488345234104, 83.18573027208514, 154.7768187210349)","(180.53638136094875, 144.46169618719193, 110.02800681034267, 110.51575949341435)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",396.207,"(74.8883917666906, 67.90077283903696, 83.14366898759788, 154.91472997299874)","(180.66707294317916, 144.2592464592974, 109.99524832458513, 110.55583304159052)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",396.907,"(75.7495633840519, 67.82773363544977, 83.04800074310563, 155.21135781141595)","(181.72169558954258, 143.95485160947635, 109.88567126576261, 110.68006759427105)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",397.607,"(75.76859639731579, 67.7434396935239, 82.67685219154475, 155.20787768457373)","(181.73585300499067, 143.5588111773122, 109.4691351738427, 110.69094041787939)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",398.307,"(76.71469210011375, 67.68171512494192, 82.66364258917562, 155.2169756127623)","(182.8399159956553, 143.21058812973638, 109.47824959535315, 110.704826539032)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",399.007,"(76.75122998018009, 67.65612801308156, 82.13380704602623, 155.29337090328403)","(182.8699761871795, 143.03087336738395, 109.01175208461106, 110.7552305190655)"
"([0], [0], [2], [2])","([0], [0], [2], [2])",399.707,"(76.81851880358809, 67.56069387449995, 82.11423367899123, 155.5911545388568)","(182.94430431195096, 142.21721788345087, 109.03131433053984, 110.94885256176836)"
"([0], [0], [2], [2])","([0], [0], [3], [3])",400.407,"(77.75057432291905, 67.56986167046846, 82.09623351288084, 155.58622413993362)","(183.96984760757286, 142.21671805930168, 109.03571650158413, 110.95891802613004)"
"([0], [0], [2], [2])","([0], [0], [0], [0])",401.107,"(77.7509390528106, 67.52740759144787, 81.95406140919913, 155.7824508512972)","(183.9609773326574, 141.24710522436374, 108.95262034853062, 111.11002184564609)"
"([0], [0], [2], [2])","([0], [0], [0], [0])",401.807,"(77.99886171358511, 67.54080373719347, 81.61145026916604, 155.78223702411128)","(184.2161511476798, 141.24705157989865, 108.77805348151571, 111.12020611950793)"
"([0], [0], [2], [2])","([0], [0], [0], [0])",402.507,"(78.75066714440273, 67.54566347343689, 81.4019732105172, 155.88355797560814)","(184.95869706236041, 141.0802865571386, 108.6925387025085, 111.20801536910471)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",403.207,"(78.75098791534522, 67.59125871361559, 81.15892449004906, 156.29388272430538)","(184.94877533504004, 140.24758042003418, 108.6057597821238, 111.63676764617784)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",403.907,"(78.87282575091196, 67.61021861972219, 81.15505512953507, 156.45443624983935)","(185.0580395879807, 140.09874013957733, 108.6142049961347, 111.83656240491163)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",404.607,"(79.75066208042308, 67.69748283391522, 80.70607505445813, 156.51555557309683)","(185.781071955848, 139.4102620613763, 108.49771637489016, 111.92199195805512)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",405.307,"(79.7539049941149, 67.74094460897024, 80.67951108654097, 156.7227770474729)","(185.77283201355502, 139.1617476851314, 108.50444359823635, 112.2114699820819)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",406.007,"(80.07498238208524, 67.80270992372618, 80.37057290671571, 157.09385051660604)","(186.00949303278475, 138.8285111697483, 108.46249187454349, 112.80223710128539)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",406.707,"(80.77697866223511, 67.95029402623184, 80.24661413107314, 157.0858045147972)","(186.44442966683056, 138.1307772256674, 108.45884753730479, 112.80312910089953)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",407.407,"(80.77647657274856, 68.09642701691867, 80.22209018434076, 157.51055035202563)","(186.43437426614904, 137.5254573987215, 108.4640896360416, 113.75494062665565)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",408.107,"(80.9362570186685, 68.1683493393989, 80.08102796111446, 157.52384051044302)","(186.52493208385235, 137.26439373513523, 108.46129429898848, 113.81037902832503)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",408.807,"(81.74375293969555, 68.3690362435699, 79.38931331601806, 157.76757302247375)","(186.92167212804728, 136.53456782544336, 108.5061789909218, 114.57175852237478)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",409.507,"(82.1079129938211, 68.47597723410493, 79.24933791957692, 157.90186860135603)","(187.0677873271724, 136.18479830859357, 108.54360852070684, 115.08597823976869)"
"([0], [0], [2], [2])","([1], [1], [1], [1])",410.207,"(82.68049980881747, 68.60993823980206, 79.24933791957692, 158.05198514923)","(187.2520072755892, 135.74922862393623, 108.56434781681568, 115.92287306644998)"
"([0], [0], [2], [2])","([2], [2], [2], [2])",410.907,"(82.86308906509024, 68.85135125326818, 79.24928710859552, 158.07879346140498)","(187.30319099881842, 134.99685423568192, 108.57905620805623, 116.18361148289459)"
"([1], [1], [3], [3])","([2], [2], [2], [2])",411.607,"(83.43642073032785, 69.0970025025361, 79.22493883372965, 158.15794263830628)","(187.44192856355136, 134.24319704813843, 108.59397223312452, 117.02207854152209)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",412.307,"(83.82458507625147, 69.34030020150195, 79.10423106836794, 158.20847581405422)","(187.5220583909538, 133.50415364258401, 108.63238824414614, 118.07190703763618)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",413.007,"(84.55443599669724, 69.34975559031284, 78.81908968814415, 158.24103760735392)","(187.634406561388, 133.49527815461605, 108.74573467524496, 119.08911634904851)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",413.707,"(84.89957572744271, 69.60542715034711, 78.84086339303289, 158.2463532432445)","(187.6744297411935, 132.75097512144288, 108.75314766436912, 119.48834409024914)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",414.407,"(85.54910153837011, 69.86598592998743, 78.84794943601807, 158.25308007470136)","(187.7192110236135, 132.0123953048185, 108.76636504622739, 120.10758576020368)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",415.107,"(85.6485976855185, 70.12468339385642, 78.85529867156205, 158.25405189758303)","(187.72108855216482, 131.2783225899185, 108.78093293272997, 121.10840005176982)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",415.807,"(86.58801794902084, 70.33239192739697, 78.9665447936789, 158.24844331325536)","(187.73089639888286, 130.70193944585853, 108.73051124323042, 121.10294956672922)"
"([1], [1], [1], [1])","([3], [3], [3], [3])",416.507,"(86.65308032519243, 70.42958555128584, 78.92157474573976, 158.22319374397284)","(187.7267445351734, 130.44535109748162, 108.77840319002796, 122.07764578375705)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",417.207,"(87.53087157661292, 70.66873745102093, 78.92887464825928, 158.21726779933874)","(187.67332465697623, 129.81274618544438, 108.79168493629592, 122.1096126602983)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",417.907,"(88.2118764872402, 70.94940216754355, 78.93748164751989, 158.1606031029498)","(187.5991071168121, 129.09658079240808, 108.80038190259557, 123.01539581672719)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",418.607,"(88.42072738832775, 71.19041247202139, 78.92698135350217, 158.15454854018444)","(187.5662448217951, 128.50133215208476, 108.81998726249093, 123.03056549829938)"
"([1], [1], [1], [1])","([2], [2], [2], [2])",419.307,"(89.27704976455334, 71.45545532342791, 78.78709373485523, 158.05339378166644)","(187.42285207150005, 127.87577106659319, 108.95858302608468, 123.91944109523641)"
"([2], [2], [2], [2])","([2], [2], [2], [2])",420.007,"(89.73974241948163, 71.70438781005468, 78.39991435619277, 158.0111062581517)","(187.32487792101082, 127.31055748847575, 109.39406092504348, 124.14507949940759)"
"([2], [2], [2], [2])","([2], [2], [2], [2])",420.707,"(90.09573794418898, 71.94936941203183, 78.18949767125223, 157.88768260462177)","(187.2413790492699, 126.77623879119517, 109.66106129598424, 124.75007013437826)"
"([2], [2], [2], [2])","([2], [2], [4], [4])",421.407,"(90.82213635309522, 157.8481190164615, 72.42474523931594, 77.91564669187728)","(187.04361800541412, 124.90682141118555, 125.74117633121455, 110.04701679439954)"
"([2], [2], [2], [2])","([2], [2], [4], [4])",422.107,"(91.07004598262012, 157.6378125188502, 72.7979035407719, 77.5151822538694)","(186.96868771700994, 125.64027090965422, 124.95858212925273, 110.7839044883803)"
"([2], [2], [2], [2])","([1], [1], [3], [3])",422.807,"(91.52055406236875, 157.4846500589286, 73.75077389743956, 77.19322038175449)","(186.82511195078274, 126.09372174474387, 122.92634854956117, 111.49333588578284)"
"([2], [2], [2], [2])","([1], [1], [3], [3])",423.507,"(92.19465696325427, 157.2658827431181, 74.77784950781225, 76.59106989349348)","(186.59440914715915, 126.6285092328898, 120.53812981420899, 113.41942643463408)"
"([2], [2])","([1], [1])",424.207,"(92.80149349883175, 157.17773229216814)","(186.36341286539135, 126.82348200554759)"
"([3], [3])","([1], [1])",424.907,"(93.33580758604934, 156.99413844910868)","(186.1412012351437, 127.20074371873304)"
"([2], [2])","([1], [1])",425.607,"(93.72291683456174, 156.7510813486319)","(185.96866014248914, 127.64644086317998)"
"([2], [2])","([1], [1])",426.307,"(94.33123339739983, 156.2407567206546)","(185.69236605825404, 128.4755165696748)"
"([2], [2])","([1], [1])",427.007,"(94.90484557110157, 156.1104676606018)","(185.4130451596727, 128.66141591083647)"
"([2], [2])","([1], [1])",427.707,"(95.14698835416952, 155.41195842116815)","(185.28511484169135, 129.61647208208416)"
"([2], [2])","([1], [1])",428.407,"(95.71838414923208, 155.251101750648)","(184.9794187712858, 129.8140898798462)"
"([2], [2])","([1], [1])",429.107,"(96.2931633525709, 155.17296084105593)","(184.66555209285158, 129.9111619989551)"
"([2], [2])","([1], [1])",429.807,"(96.49557584548951, 154.25248776701486)","(184.54562012550142, 130.97752091143394)"
"([1], [1])","([1], [1])",430.507,"(97.05530968552985, 154.24440746870897)","(184.21524638451965, 130.98204420520872)"
"([1], [1])","([1], [1])",431.207,"(97.58829558376067, 153.25323305671787)","(183.89455038746058, 132.0158512420086)"
"([1], [1])","([1], [1])",431.907,"(98.10040338085084, 153.24935621886033)","(183.5762267787118, 132.01361400238764)"
"([1], [1])","([1], [3])",432.607,"(152.28928088030446, 98.33438233534771)","(132.94036292166714, 183.42438892236487)"
"([1], [1])","([1], [3])",433.307,"(152.2494294577548, 98.85733587444945)","(132.9709866981688, 183.08119084507427)"
"([1], [1])","([1], [3])",434.007,"(151.285656212098, 99.3699070226298)","(133.84753723464735, 182.7520634236962)"
"([1], [1])","([1], [3])",434.707,"(151.25215240178343, 99.57883115084856)","(133.86944311344374, 182.60819577254443)"
"([1], [1])","([1], [3])",435.407,"(150.4291412404205, 100.10329793785515)","(134.59101012701606, 182.2505939180039)"
"([1], [1])","([1], [3])",436.107,"(150.25173879094237, 100.60910528700599)","(134.73733629390952, 181.90812761612546)"
"([1], [1])","([1], [3])",436.807,"(149.3889769758294, 100.72096012707007)","(135.47823634421667, 181.82420139403303)"
"([1], [1])","([1], [3])",437.507,"(149.25126921213848, 101.156063712287)","(135.58745339922584, 181.52018766845964)"
"([1], [1])","([0], [2])",438.207,"(148.36070162424082, 101.54970538273497)","(136.34582223225752, 181.242492663886)"
"([1], [1])","([0], [0])",438.907,"(101.94716551946028, 148.25079421247665)","(180.94591524077234, 136.43063440833652)"
"([1], [1])","([0], [0])",439.607,"(102.38060174470422, 147.5133815167632)","(180.64102170650563, 137.05372671218845)"
"([1], [1])","([0], [0])",440.307,"(102.76899586504467, 147.26294489973822)","(180.34751393019678, 137.26592423025147)"
"([1], [1])","([1], [1])",441.007,"(103.14815187709318, 146.47934065762118)","(180.04967700698072, 137.93964009711814)"
"([1], [1])","([1], [1])",441.707,"(103.48195576866665, 146.25745386116688)","(179.79417813165526, 138.12530446376073)"
"([1], [1])","([1], [1])",442.407,"(103.93198684862614, 145.74452007774104)","(179.42605438339018, 138.5748563148365)"
"([1], [1])","([1], [1])",443.107,"(104.11886142527752, 145.29017579206726)","(179.25958574802505, 138.9632789603082)"
"([1], [1])","([1], [1])",443.807,"(104.28618511368897, 145.00831806682862)","(179.10947884134117, 139.2047374686724)"
"([1], [1])","([1], [1])",444.507,"(104.6476161935965, 144.43341284887623)","(178.78471423089638, 139.71642593783085)"
"([1], [1])","([1], [1])",445.207,"(104.98608537859275, 144.17996296104948)","(178.45167235839142, 139.9261950996768)"
"([1], [1])","([1], [1])",445.907,"(105.30335849319464, 143.66045610005818)","(178.1242032288146, 140.3853990391463)"
"([0], [0])","([1], [1])",446.607,"(143.26286023850415, 105.29565435648274)","(140.72349830893222, 178.11381305727122)"
"([0], [0])","([1], [1])",447.307,"(142.93061598598723, 105.60197720505593)","(140.99463950777536, 177.7601775130688)"
"([0], [0])","([1], [1])",448.007,"(142.3840318440138, 105.87634636225738)","(141.4625957839091, 177.39947507094507)"
"([0], [0])","([1], [1])",448.707,"(142.1372722934803, 105.87266692901883)","(141.6528398686501, 177.37791160562693)"
"([0], [0])","([1], [1])",449.407,"(141.8701431891592, 106.0965718081413)","(141.85826721854173, 177.02553263718022)"
"([0], [0])","([1], [1])",450.107,"(141.34394292865832, 106.11516259010656)","(142.26238856306836, 176.97342413783971)"
"([0], [0])","([1], [1])",450.807,"(141.0779352229348, 106.29318552187218)","(142.44682803187487, 176.6309301981453)"
"([0], [0])","([1], [1])",451.507,"(140.77832905478863, 106.41234261338653)","(142.65121560895906, 176.3403250411418)"
"([0], [0])","([1], [1])",452.207,"(140.28996078584888, 106.39635416865141)","(142.96451841842122, 176.33632888242118)"
"([0], [0])","([1], [1])",452.907,"(140.1991952991164, 106.47147133175227)","(143.00803919688622, 176.0850331705391)"
"([0], [0])","([1], [1])",453.607,"(139.97505131901218, 106.46704706473881)","(143.1349976513988, 176.06472256929976)"
"([0], [0])","([3], [3])",454.307,"(139.3808592411744, 106.5259776733668)","(143.45098153771232, 175.7227358004118)"
"([0], [0])","([3], [3])",455.007,"(139.269557390131, 106.54753198963577)","(143.4910459866041, 175.3999197619984)"
"([0], [0])","([3], [3])",455.707,"(139.0890479455512, 106.52385340329222)","(143.56382626522367, 175.39525756574298)"
"([0], [0])","([3], [3])",456.407,"(138.78718818251107, 106.50632672131114)","(143.67659923328281, 175.272313420517)"
"([0], [0])","([3], [3])",457.107,"(138.28514741973876, 106.48805645077584)","(143.83530681327164, 175.25095917992425)"
"([0], [0])","([3], [3])",457.807,"(138.24941616129692, 106.47536431232794)","(143.82964876429372, 175.2493827497786)"
"([0], [0])","([3], [3])",458.507,"(138.24931662041095, 106.46752008002113)","(143.82354696861424, 175.24933791957693)"
"([0], [0])","([3], [3])",459.207,"(138.15683085729907, 106.46377007130647)","(143.844759886512, 175.24933791957693)"
"([0], [0])","([3], [3])",459.907,"(137.2524396427049, 106.46357342493731)","(143.96125324546213, 175.24933791957693)"
