s1,s2,t,x,y
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([7], [7], [12], [12], [22], [22], [13], [13], [10], [11])",28.942,"(112.35984332205189, 73.26323592788509, 316.09360116726003, 391.0286903373364, 569.043580561194, 562.3708747163295, 380.421437966495, 320.8038004557995, 188.8037598437287, 175.32859398984596)","(341.32472908575807, 395.8836450577615, 139.08262659800073, 166.81910893999952, 309.2540536943162, 283.9449780472552, 8.260659162741831, 17.305656412172425, 80.3337844556539, 24.15848566374018)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([6], [6], [10], [10], [20], [20], [11], [11], [8], [9])",28.962,"(112.3540578452442, 73.26307168587249, 316.0929644302082, 390.4676605726448, 569.0447189278328, 562.3716245163449, 380.42077107292664, 320.8025313303689, 188.8051978952072, 175.32977732301805)","(341.3165345399971, 395.8850927122588, 139.08584598201233, 166.76595865587024, 309.25378062509606, 283.94303554361835, 8.259569226321787, 17.299965762750844, 80.3323612379474, 24.158837996351167)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([7], [7], [12], [12], [21], [21], [13], [13], [10], [11])",28.982,"(112.3483330062013, 73.26391767544132, 316.1584856637402, 390.46469303507473, 568.8928344862609, 562.3723524905873, 380.4201233848457, 320.8012944067736, 188.73628310076492, 175.33089199019935)","(341.3084258815286, 395.8873725363971, 139.05515452819188, 166.76852249420273, 309.0597575481272, 283.941149583917, 8.258510678358789, 17.294419503592962, 80.30575427724506, 24.158837410376236)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([7], [7], [12], [12], [19], [19], [13], [13], [10], [11])",29.002,"(112.34266883378336, 73.26473186712707, 316.1584856637402, 390.46174631448184, 568.8936344277064, 562.3730587144038, 380.4194948306397, 321.1064723189402, 188.73808443946928, 175.3324171917718)","(341.30040315123, 395.8895666696663, 139.05813467962884, 166.77106834746758, 309.0590971875799, 283.9393199729492, 8.25748340181326, 18.017711049636773, 80.3044572848053, 24.170451204307255)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([7], [7], [12], [12], [21], [21], [13], [13], [10], [11])",29.022,"(112.33706535871627, 73.21181533517534, 316.1584856637402, 390.4588205014481, 568.8947094242844, 562.4461032376171, 380.2320188723466, 321.10631724714636, 188.7398562960703, 175.33834196596257)","(341.2924663926215, 395.84444097338354, 139.061112292353, 166.77359613740543, 309.0588557821162, 284.7500838445693, 8.690922271160389, 18.014543902584933, 80.30318151994757, 24.290937866576655)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([5], [5], [10], [10], [20], [20], [11], [11], [8], [9])",29.042,"(112.33152261359916, 73.21243722537628, 316.1584856637402, 390.4559156872253, 568.7904707855538, 562.4468576565739, 380.23152398261766, 321.10616585537207, 188.74159866460997, 175.35217766680495)","(341.2846156518765, 395.84637059525477, 139.06408740270183, 166.77610578517817, 308.9157566565891, 284.7481293746611, 8.689166889479793, 18.011451915319753, 80.30192698696172, 24.599693713638885)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([5], [5], [8], [8], [17], [17], [9], [9], [6], [7])",29.062,"(112.32604063291251, 72.3734154348798, 316.1584856637402, 390.4530319637319, 568.729466887736, 562.447590393821, 380.19114612266947, 321.10602319856315, 188.74331153925937, 175.3650595187317)","(341.2768509778331, 395.0794066399467, 139.06706004563068, 166.77859721137185, 308.8284883365062, 284.74623107546444, 8.77996795619083, 18.008446939248188, 80.30069369004474, 24.877237203527557)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([5], [5], [8], [8], [15], [15], [9], [9], [6], [7])",29.082,"(112.32061945302613, 72.37984455204611, 316.1584856637402, 390.450169423549, 568.73070996614, 562.5223012549604, 380.1906172397713, 321.15510155216674, 188.74499491431664, 175.36636956907114)","(341.26917242200545, 395.08694699311627, 139.0700302546943, 166.7810703359999, 308.8284670348415, 285.55267797267146, 8.778324414955932, 18.12329798722419, 80.29948163330198, 24.876945036838265)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([5], [5], [9], [9], [17], [17], [10], [10], [7], [8])",29.102,"(112.31525911220788, 72.25195308247748, 316.1584856637402, 390.4473281599169, 568.7319054367264, 562.52307864614, 380.19010183954015, 321.1550902825366, 188.7466487842043, 175.37382321027775)","(341.26158003859615, 394.96898172823063, 139.0729980620288, 166.78352507850644, 308.82844654899475, 285.55066398872566, 8.776726008042374, 18.120694909775466, 80.29829082074937, 25.01001247376314)"
"([2], [2], [2], [2], [2], [2], [4], [4], [10], [11])","([5], [5], [10], [10], [19], [19], [11], [11], [8], [9])",29.122,"(112.31006009998512, 72.25267505372534, 316.1584856637402, 390.44450826672903, 568.6494827930467, 562.5238344364305, 380.18960105771794, 321.15770304912127, 188.74827314346737, 175.3857295695302)","(341.2543341654164, 394.9712218849466, 139.07596349833472, 166.785961357771, 308.71099585701955, 285.5487059661095, 8.775169784375635, 18.124431869910836, 80.29712125631454, 25.13568142473605)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [19], [19], [10], [10], [7], [8])",29.142,"(112.30481847496964, 72.25336992307453, 316.1584856637402, 390.4417098385283, 568.6505363003341, 562.524568699252, 380.1891142373458, 321.1576490795722, 188.7498679867706, 175.38898129371972)","(341.24690651771596, 394.97337807901863, 139.07892659286063, 166.78837909211217, 308.71081362188784, 285.5468037146136, 8.773656947145923, 18.121854482987942, 80.29597294383899, 25.158441173817323)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [18], [18], [10], [10], [7], [8])",29.162,"(112.29963786087029, 72.25403791733584, 316.1584856637402, 390.4389329705007, 568.6512556003931, 562.6012499067709, 380.18857685406107, 321.15759653787626, 188.75143330889648, 175.39025952314034)","(341.2395653255687, 394.97545075446476, 139.08188737338725, 166.79077819929296, 308.7102279897205, 286.3481460440308, 8.772335831117175, 18.119345285072882, 80.29484588707936, 25.15848566374018)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [11], [11], [18], [18], [12], [12], [9], [10])",29.182,"(112.78439972559423, 71.6062007766198, 316.1584856637402, 390.4361777584701, 568.6522242242029, 562.6020240170536, 380.1881173446704, 321.22380868512187, 188.752969104743, 175.39147795063917)","(342.56312723087416, 394.3413579778384, 139.0848458662132, 166.7931585965252, 308.7100597517249, 286.34614055989044, 8.770910049895633, 18.275182894096247, 80.29374008970925, 25.15848566374018)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [10], [10], [18], [18], [11], [11], [8], [9])",29.202,"(112.77980900367501, 71.28980046508391, 316.1584856637402, 390.35636137450484, 568.6531507103571, 562.602776725806, 380.0577014286519, 321.2231226432931, 188.7544753693213, 175.39266818278065)","(342.5577274776239, 394.0269272075015, 139.08780209614076, 166.78896309081523, 308.7098988325198, 286.34419052060156, 9.072373338879743, 18.271231024188978, 80.29265555532064, 25.158804934949785)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [16], [16], [10], [10], [7], [8])",29.222,"(112.77540289629792, 71.26315955963912, 316.1584856637402, 390.3538866463848, 568.4768199448672, 562.6035081049131, 380.0572163997776, 321.22245594047695, 188.38609273401408, 175.3937750689268)","(342.55277937956293, 394.0019772098641, 139.09075608646341, 166.79139595200292, 308.4596965298212, 286.34229573993207, 9.070658076845916, 18.267390554576764, 80.15488055181794, 25.158804353065648)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [22], [22], [10], [10], [7], [8])",29.242,"(112.96597854534485, 71.26567560103746, 316.1584856637402, 390.35143202468544, 568.477683734957, 562.682338946839, 380.00627198958546, 321.9625501892277, 188.3886222679693, 175.395755147533)","(343.1383671077711, 394.00608936758465, 139.0937078589536, 166.79380904692613, 308.4593732591894, 287.13806902084696, 9.191752489750684, 20.055335672979027, 80.15389599983493, 25.16936583117763)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [21], [21], [10], [10], [7], [8])",29.262,"(112.96122146777824, 71.26786309133456, 316.1584856637402, 390.3489975892832, 568.4785105279293, 562.6831059130693, 380.00570304217246, 321.96230237542727, 188.391106274476, 175.39675552357755)","(343.1315366445692, 394.00981520631194, 139.0966574338515, 166.79620229705972, 308.45906383460874, 287.136082044772, 9.190220955991663, 20.051817384175592, 80.15292916816742, 25.169348688513992)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [19], [19], [10], [10], [7], [8])",29.282,"(112.95651364230076, 71.2701557597357, 316.1584856637402, 390.34658342057566, 568.4395732101366, 562.6838516958242, 380.00514958364306, 321.9620602879902, 188.3935448108477, 175.40746774854466)","(343.124776900118, 394.0135878120915, 139.09960482985517, 166.7985756233664, 308.40257426725174, 287.1341499486351, 9.188731116328995, 20.04838039431604, 80.15198003450766, 25.278945314385624)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [8], [8], [18], [18], [9], [9], [6], [7])",29.302,"(112.9518552623635, 71.27235900974466, 316.1584856637402, 390.34418959947374, 568.27383080307, 562.761231621864, 380.0022575510236, 321.9618239023107, 188.39593793411711, 175.43434463576182)","(343.1180881521847, 394.0172132791295, 139.10255006411032, 166.80092894630388, 308.16654369505596, 287.88521858282127, 9.192983280743306, 20.04502435406414, 80.15104857665725, 25.567977533844328)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [21], [21], [10], [10], [7], [8])",29.322,"(112.94724652251153, 70.9979706404759, 316.1584856637402, 390.3418162073942, 568.0525714367002, 562.7619087707433, 380.0015486510709, 322.1275345738708, 188.36532372519054, 175.43537511705966)","(343.1114706801075, 393.73696136696014, 139.10549315220166, 166.80326218583303, 307.8395901711118, 287.882182305409, 9.192018394285924, 20.447881211234403, 80.1377981941043, 25.567579771452188)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [10], [10], [25], [25], [11], [11], [8], [9])",29.342,"(112.94268761838521, 70.26114295689428, 316.1584856637402, 390.3394633262512, 568.0537711835746, 562.7625673275691, 380.0010774697468, 322.1273775598093, 188.3678323441012, 175.46254026334032)","(343.10492476479715, 392.947655988875, 139.10843410814414, 166.8055752614253, 307.8395702420992, 287.879229393168, 9.1905564050046, 20.44467439579944, 80.1369490561969, 25.85549710273915)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [23], [23], [10], [10], [7], [8])",29.362,"(112.93817874672087, 70.26165573999106, 316.1584856637402, 390.3371310384483, 568.0549246522526, 562.8352150996355, 380.0006204514056, 322.1272242428706, 188.3702916665208, 175.4636382961258)","(343.098450688738, 392.9500238892363, 139.1113729443748, 166.80786809207126, 307.8395510818144, 288.55348302317066, 9.189138360862898, 20.441543089464517, 80.13611660457022, 25.855252220085504)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [22], [22], [10], [10], [7], [8])",29.382,"(112.93425359042561, 70.2622185176889, 316.1584856637402, 390.3348194268696, 568.0560319823207, 562.8358838481629, 380.0001775393303, 322.1270746074158, 188.12567780790357, 175.47759923856108)","(343.0939329221507, 392.9523870019319, 139.11430967174527, 166.8101405962891, 307.8395326879387, 288.5504844122149, 9.187764085878712, 20.438486972823966, 80.04216407880816, 25.995448334067873)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([6], [6], [9], [9], [20], [20], [10], [10], [7], [8])",29.402,"(112.92982448992379, 70.23877466326041, 316.1584856637402, 390.33252857487093, 568.0570933125584, 562.9098929081545, 379.8845937796411, 322.15649855100816, 188.1274520459839, 175.4960938608362)","(343.08753067198904, 392.92812759103936, 139.11724429951346, 166.81239269213313, 307.8395150581669, 289.21863414408716, 9.470480897408834, 20.50763257909398, 80.04091555109679, 26.130544639257664)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [16], [16], [10], [10], [7], [8])",29.422,"(112.9254462950662, 70.23958996032349, 316.1584856637402, 390.33025856627086, 568.0581087809456, 562.9105687805273, 379.75168150155474, 322.1564886017976, 188.12919495945528, 175.49718764166016)","(343.08120200576815, 392.93066168650665, 139.12017683533722, 166.81462429720284, 307.83949819020694, 289.2156035904199, 9.795165413773361, 20.505016799901682, 80.03968940226898, 26.130490505473176)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [19], [19], [10], [10], [7], [8])",29.442,"(112.92111920694214, 70.24037538800138, 316.1584856637402, 390.3280094853411, 568.0342959351158, 562.9112263803044, 379.7509385534112, 322.15674592357993, 188.10031749494908, 175.5016720496834)","(343.07494721416197, 392.933102942349, 139.12310728526643, 166.81683532865213, 307.8013593883735, 289.21265496950315, 9.79392968096522, 20.503117563448086, 80.02686813366316, 26.15672518767417)"
"([2], [2], [2], [2], [2], [2], [4], [4], [11], [12])","([5], [5], [9], [9], [26], [26], [10], [10], [7], [8])",29.462,"(112.91684342775125, 70.24113106695575, 316.1584856637402, 390.3257814167976, 568.0351619837697, 562.9750578456839, 379.7502144333717, 322.15673515236665, 188.10177588688123, 175.50408589133525)","(343.0687665894493, 392.9354517336055, 139.12603565373644, 166.81902570319835, 307.8012236491951, 289.7670892784125, 9.792725264617047, 20.500629611124282, 80.02557419916283, 26.167451856075218)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [17], [17], [9], [9], [6], [7], [19])",29.482,"(112.91261916080472, 316.1584856637402, 390.3191429567288, 568.0359864037611, 562.9754410912508, 379.7482148448187, 322.16796347805877, 188.10320753160676, 175.5050431349058, 69.93691342763725)","(343.062660425516, 139.12896194356125, 166.8208737305349, 307.8010944346392, 289.76164822313467, 9.794726423005272, 20.525572533245622, 80.02430399568618, 26.16749304820803, 392.59836931137306)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([7], [10], [10], [21], [21], [11], [11], [8], [9], [25])",29.502,"(112.90844661052625, 316.1584856637402, 390.31698744237485, 568.036252012828, 563.0371829292997, 379.7475222471534, 322.167921259581, 188.1046124242677, 175.51817087679228, 69.93816499186664)","(343.0566290178557, 139.1318861559274, 166.82302857250505, 307.80017403963427, 290.26757084440834, 9.79359447713614, 20.523125152994453, 80.0230575275433, 26.259739556510226, 392.6013414834882)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([7], [11], [11], [25], [25], [12], [12], [9], [10], [29])",29.522,"(112.90432598245366, 316.1584856637402, 390.31485292758526, 567.8355560176425, 563.1124750454517, 379.7468484203139, 322.1678801977808, 188.10599056006998, 175.51903724374284, 69.21953514402969)","(343.05067266357264, 139.13480829038764, 166.82516242146136, 307.47029401163655, 290.8596907840235, 9.792493209335476, 20.52074482465821, 80.02183479898773, 26.259589251508487, 391.7731588225471)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [9], [9], [20], [20], [10], [10], [7], [8], [23])",29.542,"(112.92100431769052, 316.1584856637402, 390.3127394964833, 567.8365833120067, 563.1127807976534, 379.7461933032762, 322.33777298411513, 188.10734193428186, 175.55485009707246, 69.22014313509749)","(343.1184091359085, 139.1377283448556, 166.82727519330683, 307.47056711613436, 290.85344617847267, 9.79142251986923, 20.93166193777722, 80.0206358142176, 26.52146282208514, 391.77571178691716)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([7], [10], [10], [23], [23], [11], [11], [8], [9], [27])",29.562,"(112.91705845808366, 316.1584856637402, 390.3106472335779, 567.644253861002, 563.1485651609883, 379.74421799226957, 322.33708646339016, 188.10866654223287, 175.55570995269306, 69.22073083827468)","(343.11289577457734, 139.1406463156006, 166.82936680355886, 307.1498423853548, 291.1225954025652, 9.793647877616081, 20.927661284972032, 80.01946057737663, 26.521130920643373, 391.778179562106)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [9], [9], [19], [19], [10], [10], [7], [8], [22])",29.582,"(112.91316388451204, 316.1584856637402, 390.3085762237526, 567.5865937533945, 563.1576751670427, 379.7436006945618, 322.33640648891895, 187.88421478176963, 175.59751217541447, 69.22129833159056)","(343.1074540727759, 139.14356219724363, 166.83143716736043, 307.05251051515364, 291.1830194852766, 9.792632126006197, 20.923741871763696, 79.91944052776614, 26.82546789121011, 391.7805624757581)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [10], [10], [19], [19], [11], [11], [8], [9], [22])",29.602,"(113.46172459950165, 316.1584856637402, 390.30652655225526, 567.4630672824303, 563.1584856637402, 379.5521358425114, 322.9989969930111, 187.8858123641558, 175.59842689953052, 69.22184569229489)","(345.46877998579606, 139.14647598275317, 166.8334861994902, 306.83130140029647, 291.1812942441096, 10.27706352557027, 22.572782164743785, 79.91828771058252, 26.82526372598295, 391.78286085224727)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [9], [9], [18], [18], [10], [10], [7], [8], [20])",29.622,"(113.45698222665209, 316.1584856637402, 390.30449830468746, 567.4640274890137, 563.1584856637402, 379.5079975225284, 322.99874238093633, 187.8873793880141, 175.62132947103873, 69.16532337953652)","(345.4574936796727, 139.14938766344244, 166.83551381437337, 306.83131872416664, 291.1737046404966, 10.389850062584173, 22.569167358748587, 79.91715694446586, 26.987689925421705, 391.71761368438183)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [18], [18], [9], [9], [6], [7], [20])",29.642,"(113.45230694608983, 316.1584856637402, 390.30249156699324, 567.4033797900865, 563.1584856637402, 379.5043263109079, 322.99849357402724, 187.88891585964052, 175.6222303604581, 68.8059648728372)","(345.4463670455358, 139.1522972289676, 166.83751992609268, 306.71935268191663, 291.16633476471833, 10.396127593787128, 22.565634970475912, 79.91604822487281, 26.98762126955137, 391.28739733917854)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [15], [15], [9], [9], [6], [7], [17])",29.662,"(113.46120668340046, 316.1584856637402, 390.30050642544813, 567.4043798839234, 563.1584856637402, 379.5035538441049, 323.15188005255135, 187.89042178535476, 175.64687110670633, 68.80742207011326)","(345.5218133675058, 139.15520466732607, 166.8395044483995, 306.7195269973698, 291.1591835220767, 10.394865113922378, 22.945107103366922, 79.91496154724317, 27.129555959493132, 391.2908578440218)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [15], [15], [9], [9], [6], [7], [17])",29.682,"(113.45647339944159, 316.1584856637402, 390.2985429666482, 567.3966165255346, 563.1584856637402, 379.5028006601351, 323.1517151991039, 187.89189717149787, 175.65987863838706, 68.80882652052424)","(345.5099649865406, 139.15810996485664, 166.8414672947248, 306.70381824824796, 291.15224982801834, 10.393634148924889, 22.94174017829789, 79.9138969070012, 27.2006087343633, 391.2941930873197)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [16], [16], [9], [9], [6], [7], [18])",29.702,"(113.45181060166624, 316.1584856637402, 390.29660127749867, 567.397541928823, 563.1584856637402, 379.5020666949174, 323.1515540947473, 187.8933420244311, 175.6660146464277, 68.81017846202235)","(345.49829304695567, 139.1610131062396, 166.84340837819042, 306.70400017428443, 291.1455326079876, 10.392434594063616, 22.93844982371263, 79.91285429955659, 27.23154543786461, 391.297403634154)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [15], [15], [9], [9], [6], [7], [17])",29.722,"(113.4480324250078, 316.1584856637402, 390.2946814452027, 567.398420282844, 563.1584856637402, 379.50135188442255, 323.1513967230271, 187.89475635053407, 175.70656291162823, 68.15310622566176)","(345.49204044203924, 139.16391407449868, 166.84532761162046, 306.7041728508543, 291.13903079729, 10.391266344692554, 22.93523570354705, 79.91183372030585, 27.462949569342072, 390.48059361532677)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [11], [11], [18], [18], [12], [12], [9], [10], [22])",29.742,"(113.44348883973876, 316.1584856637402, 390.2927835572498, 567.1919740907181, 563.1589397947253, 379.5006561646966, 323.1581786372056, 187.896140156203, 175.70735198771206, 68.1537211635914)","(345.48059354399885, 139.16681285100265, 166.8472249075527, 306.3261367008463, 291.1361319529853, 10.390129296288592, 22.9493494872537, 79.91083516463343, 27.46269806087446, 390.4832375502813)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [9], [9], [17], [17], [10], [10], [7], [8], [19])",29.762,"(113.43901588975805, 316.1584856637402, 390.29085411946096, 567.1928946189496, 563.1589429767482, 379.4999794718891, 323.1581682771657, 187.89749344784946, 175.708080364215, 68.1497157844907)","(345.46932460122844, 139.16970941546907, 166.84909693035223, 306.3263023290733, 291.1300789681275, 10.3890233444979, 22.94662569557954, 79.90985862791271, 27.462416659885776, 390.47998948042374)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [9], [9], [16], [16], [10], [10], [7], [8], [19])",29.782,"(113.43461347934056, 316.1584856637402, 390.28900088719564, 567.1938938124716, 563.1589460476274, 379.4993217422829, 323.158158169733, 187.5127857835609, 175.76542917543134, 68.14422286667468)","(345.45823337256274, 139.17260374596722, 166.85095016261755, 306.3266875284881, 291.12423740596165, 10.387948385184359, 22.94396831768529, 79.72088715340624, 27.78963889638453, 390.4748085118126)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [10], [10], [17], [17], [11], [11], [8], [9], [20])",29.802,"(113.4302815173993, 316.1584856637402, 390.28716985772473, 567.0398510962077, 563.1723991759159, 379.29564048881684, 323.15847905267856, 187.5132939898382, 175.76620056995, 68.14476810190627)","(345.44731962852126, 139.1754958189233, 166.85278119208846, 306.04372645806615, 291.2187415016241, 10.913823936769745, 22.942198611556705, 79.7191946541239, 27.789462425477836, 390.47718437366285)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [10], [10], [19], [19], [11], [11], [8], [9], [22])",29.822,"(113.42601991749342, 316.1584856637402, 390.2853611195244, 566.9309772353574, 563.1724830375215, 379.2842352757664, 323.15847876644096, 187.51471606609636, 175.80226049049145, 68.1452934408336)","(345.4365831513291, 139.17838560912438, 166.8545899302888, 305.82160565455985, 291.2138476798368, 10.939994149364566, 22.939695998855996, 79.71798490188283, 27.992550516398865, 390.479473537391)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [10], [10], [17], [17], [11], [11], [8], [9], [20])",29.842,"(113.4218285978375, 316.1584856637402, 390.28357476129884, 566.786774821735, 563.2340522605612, 379.28321733666905, 323.1584784876364, 187.5161100039645, 175.80301731449515, 67.57617586448828)","(345.42602373493975, 139.1812730897243, 166.85637628851435, 305.5160269933045, 291.6662339751732, 10.939287013394278, 22.937258373331815, 79.71679908681116, 27.99244409461278, 389.7409370574471)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [10], [10], [21], [21], [11], [11], [8], [9], [25])",29.862,"(113.4177074813114, 316.1584856637402, 390.2818108719688, 566.7878476615052, 563.2344644986662, 379.2826004317998, 323.1589704622222, 187.51747580549164, 175.80372025826728, 67.57799336008816)","(345.41564118506034, 139.18415823224893, 166.8581401778444, 305.5165795511455, 291.66385781027, 10.937622062969467, 22.93610644364719, 79.71563720716594, 27.992345249264872, 389.74526596670194)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [9], [9], [23], [23], [10], [10], [7], [8], [26])",29.882,"(113.56168881172584, 316.1584856637402, 390.2800695406594, 566.7876395543216, 563.3117202111104, 379.2597928916983, 323.1757249376962, 187.3730005699403, 175.8811286946543, 67.57974859863293)","(346.770474811328, 139.18704100660224, 166.8598815091538, 305.5145104093856, 292.2185512986461, 10.993292675033445, 22.975336412021193, 79.64276991857207, 28.367020760731975, 389.74944659216374)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [9], [9], [18], [18], [10], [10], [7], [8], [21])",29.902,"(113.55807727115516, 316.1584856637402, 390.2783508566886, 566.7886165885232, 563.3121207685008, 379.2592311612639, 323.17568442716214, 187.31660128044018, 175.88181512954475, 67.58143042215852)","(346.7611267230281, 139.1899213810721, 166.86160019312462, 305.51502148424083, 292.2162424620744, 10.991564396337935, 22.97297238222552, 79.61306966412306, 28.36672507326807, 389.7534642616459)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([6], [9], [9], [24], [24], [10], [10], [7], [8], [27])",29.922,"(113.5545242793743, 316.1584856637402, 390.2766549095551, 566.7895427952981, 563.4046706585837, 379.2586862198487, 323.17564506351465, 187.3181356568358, 175.8878451738682, 67.58306191875522)","(346.7519301820379, 139.19279932233684, 166.86329614025811, 305.51550597187986, 292.8574230467459, 10.989873533751961, 22.970675280066757, 79.61190706486181, 28.392616571436292, 389.7573502200497)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [23], [23], [9], [9], [6], [7], [25])",29.942,"(113.55102982819187, 316.1584856637402, 390.27498178892677, 566.6021098431287, 563.5136862867041, 379.25815542644904, 323.93462644172246, 187.3197036194273, 175.96110325534687, 67.05258241937304)","(346.7428851671547, 139.1956747954711, 166.86496926088643, 305.117998455114, 293.57499673343835, 10.98822657010544, 24.89226889598922, 79.61079966801037, 28.744188620035402, 389.0483903250725)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([5], [8], [8], [24], [24], [9], [9], [6], [7], [26])",29.962,"(113.54759391270392, 316.1584856637402, 390.2733315846284, 566.6029662460833, 563.6269914829817, 379.2576387229425, 323.93303017126686, 187.3170260222414, 175.9647311473758, 67.05236070096191)","(346.7339916656853, 139.19854776395266, 166.86661946518478, 305.1182870070582, 294.29089646505287, 10.98662332505387, 24.885111356375205, 79.60762602399274, 28.75825445469104, 389.0499636269479)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([7], [10], [10], [20], [20], [11], [11], [8], [9], [24])",29.982,"(113.54421653131388, 316.1584856637402, 390.27170438662995, 566.5491982772452, 564.1584856637402, 379.25713605135826, 324.1236881191866, 187.3183336021449, 175.96554979981647, 67.05293915550351)","(346.7252496734971, 139.2014181896686, 166.86824666318324, 305.0030929450547, 297.2128460365811, 10.98506361872387, 25.369322194713504, 79.60646269907633, 28.758984441369762, 389.0525469350133)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([7], [10], [10], [19], [19], [11], [11], [8], [9], [23])",30.002,"(113.54089768575321, 316.1584856637402, 390.27010028503486, 566.3048213462565, 564.1584856637402, 379.2566473538578, 324.1235086594618, 187.3197922302196, 176.008433120431, 67.04540673944291)","(346.71665919507177, 139.2042860329222, 166.86985076477833, 304.4342619446508, 297.2081907409076, 10.983547271651673, 25.365656954733822, 79.60541293687339, 28.963096302385225, 389.0442173591691)"
"([2], [2], [2], [2], [2], [4], [4], [11], [12], [21])","([7], [10], [10], [25], [25], [11], [11], [8], [9], [29])",30.022,"(113.53763738110251, 316.1584856637402, 390.2685193700681, 566.2400857665522, 564.1584856637402, 379.09408393739693, 324.12333298080597, 187.32121905508353, 176.04066266494277, 67.04596667618603)","(346.70822024355994, 139.20715125243956, 166.87143167974511, 304.28212100920365, 297.20367956118673, 11.428131036238483, 25.36206893835015, 79.60438606317041, 29.102625560518504, 389.0466572828373)"
